,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
Yo, I came to spit flames, I'm here to bust the ether
You compare me to Justin Bieber?
But you have so many ugly features
It looks like as a kid you were beat more than Russell Peters
Yo, and you talk like, ""Yo, I'm Chris Bosh"" basketball when you're making a rhyme
Well I fucked your girl she's the craziest dime
I left her legs more spread open than Lebron James when he's taking a stride
Listen, and you said I stayed at Knamelis's house the last battle you rapped in
Well the night before I stayed at your house I'll tell the people what actually happened
I showed up to his house in a red shirt, he was puzzled and confused
Like, ""Corey, this is Hamilton! You can't wear that the Crips are coming over soon.""
I watched you post up at Zellers from 12:00 to 6:00
With your arms crossed like that and foot on the wall like this
At your house I met your twin brother Mike
I said, ""Wow, you guys are identical, you look exactly alike.""
He said, ""Man, what the fuck do you mean we look exactly alike?""
[?] wrapping salad for supper and rolled out the futon
As soon as you took a bite of it you choked on the croutons
I said, ""Can I get you something to drink? Perhaps a cup of juice?""
He said, ""Man, what the fuck is juice? I want some grape drink baby. Hmmm. Spurt and stuff.""
It was bedtime and he said, ""Boy, you ain't dressed like a rapper.""
He brought me some 2Pac underwear and Exco pajamas
There was no blankets I was cold up on Arcane's sofa
He said, ""Don't use the sheets on my windows. Here's one of my Scarface posters.""
I looked at your Get Rich Or Die Trying wallpaper as I laid on your couch
And said, ""Fuck. This. Shit. I'm going to Knamelis' house.""
Just look at you, Jesus fucking Christ
You're 32 and wearing Exco...you suck at life",King of the Dot,Chris Jamison,2014,[98],1
92,Neon Light,"[Click here to read how Blake’s favorite bar inspired “Neon Light”]

[Verse 1]
Ever since you left me
I've been ridin' 'round, cranking up a little country gold heartbreak
Cried and dried these tears
I don't know how much more missin' you I can take

[Pre-Chorus]
I prayed, prayed, prayed
For a sign, sign, sign
Now there it is in the window
It's about time, damn time

[Chorus]
There's a neon light at the end of the tunnel
It ain't all that bright, but even though it's subtle
It's got me feeling alright, go on and make it a double
There's a neon light at the end of the tunnel, tunnel, tunnel

[Verse 2]
I take a shot of I don't care what you're doing now
Chase that one with a cold screw you
When that's done, I just might wash it down
With a big pitcher of someone new

[Pre-Chorus 2]
That blond blonde blonde
At the bar, bar, bar
See if she wants to try and unbreak my heart, heart, heart

[Chorus]
There's a neon light at the end of the tunnel
It ain't all that bright, but even though it's subtle
It's got me feeling alright, go on and make it a double
There's a neon light at the end of the tunnel, tunnel, tunnel

[Verse 3]
When we were together
I thought life would suck forever
Even though I knew better than the pain would never end
They say the night's darkest just before the dawn
Gets kissed by the day break, got down on my knees

[Pre-Chorus]
And I prayed, prayed, prayed
For a sign, sign, sign
Now there it is in the window
It's about time, damn time

[Chorus]
There's a neon light at the end of the tunnel
It ain't all that bright, but even though it's subtle
It's got me feeling alright, go on and make it a double
There's a neon light at the end of the tunnel, tunnel, tunnel",Blake Shelton,Blake Shelton,2014,"[99, 93, 77, 64, 57, 47, 46, 47, 46, 44, 43, 49, 55, 60, 62, 77, 81]",17
93,Break The Rules,"[Verse 1]:
Electric lights
Blow my mind
I feel alright

[Pre-Chorus]:
Never stop, it's how we ride
Coming up until we die

[Verse 2]:
You catch my eye
Bitch, you wanna fly?
I'm so alive

[Pre-Chorus]

[Chorus]: (2x)
I don't wanna go to school
I just wanna break the rules
Boys and girls across the world
Putting on our dancing shoes
Going to the discotheque
Getting high and getting wrecked
I don't wanna go to school
I just wanna break the rules

[Verse 2]
I'm such a star
Queen Boulevard
Blaze through the dark

[Pre-Chorus]

[Chorus]

[Bridge]:
Get my guitar
Sunglasses on
So light it up

[Pre-Chorus]

[Chorus]

[Outro]:
Na na na na na na na",Charli XCX,Charli XCX,2014,[100],1
94,The Blower's Daughter,"And so it is
Just like you said it would be
Life goes easy on me
Most of the time

And so it is
The shorter story
No love, no glory
No hero in her sky

I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes

And so it is
The colder water
The blower's daughter
The pupil in denial

I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes off you
I can't take my eyes

Did I say that I loathe you?
Did I say that I want to
Leave it all behind?

I can't take my mind off you
I can't take my mind off you
I can't take my mind off you
I can't take my mind",Matt McAndrew,Matt McAndrew,2014,[40],1
95,0 To 100 / The Catch Up,"[Produced by Boi-1da, Frank Dukes, Noah ""40"" Shebib, & Nineteen85]

[Part I: 0 to 100]

[Verse 1]
Fuck bein' on some chill shit
We go 0 to 100, nigga, real quick
They be on that rap-to-pay-the-bill shit
And I don't feel that shit, not even a little bit
Oh Lord, know yourself, know your worth, nigga
My actions been louder than my words, nigga
How you so high, but still so down to Earth, nigga?
If niggas wanna do it, we can do it on they turf, nigga
Oh Lord, I'm the rookie and the vet
Shoutout to the bitches out here holdin' down the set
All up in my phone, lookin' at pictures from the other night
She gon' be upset if she keep scrollin' to the left, dawg
She gon' see some shit that she don't wanna see
She ain't ready for it
If I ain't the greatest then I'm headed for it
That mean I'm way up (way up)
Yeah, the 6 ain't friendly but that's where I lay up
This shit a mothafuckin' lay up
I been Steph Curry with the shot
Been cookin' with the sauce, Chef Curry with the pot, boy
360 with the wrist, boy
Who the fuck them niggas is, boy?
OVO, man, we really with the shits, boy
Yeah, really with the shits
I should prolly sign to Hit-Boy 'cause I got all the hits, boy
Fuck all that ""Drake, you gotta chill"" shit
I be on my Lil Mouse drill shit
Fuck all that rap-to-pay-your-bill shit
Yeah, I'm on some Raptors-pay-my-bills shit
All up on TV, I thought it'd make me richer
Wasn't payin' me enough, I needed somethin' quicker
So now I'm all in Niko's basement puttin' work in on the phones
Either that or drive to Money Mart to make the pickups
Man, it's 2008, I'm tryna paint the picture
Comeback Season in the works and now I'm thinkin' bigger
I got 40 in the studio, every night, late night
Gotta watch that shit, don't want to make him sicker
That's my nigga
Oh Lord, got a whole lot to show for it
I mean we can really get it, we can go for it
I'm just here for the bucks and the billis, nigga
Don't make me kill one of the GOATs for it
I run this shit, they like, ""Go Forrest
Run Forrest, run Forrest, go Forrest""
Yeah, I mean you already wrote for us
Damn, nigga, what's one more quote for us?
Oh Lord, who else soundin' like this?
They ain't make me what I am, they just found me like this
I was ready... fuck that, I've been ready
Since my dad used to tell me
He was comin' to the house to get me
He ain't show up
Valuable lesson, man, I had to grow up
That's why I never ask for help
I'll do it for you niggas and do it for myself

[Outro]
I go 0 to 100, nigga, real quick
Real quick, whole squad on that real shit
0 to 100, nigga, real quick
Real quick, real fuckin' quick, nigga
0 to 100, nigga, real quick
Real quick, whole squad on that real shit
0 to 100, nigga, real quick
Real quick, real fuckin' quick, nigga

[Part II: The Catch Up]

[Bridge]
Whole squad on that real shit
Whole squad on that real shit
Whole squad on that real shit, yeah

[Verse 2]
The other night
Lavish Lee told me that I'm all these people listen to
She said they love me unconditional
Imagine how it feel to watch another nigga at the top
You know that if you wasn't you, you would be dissin' you, dawg
Damn, okay, from that perspective
I see what you're talkin' 'bout, no way to soften that
'Cause me, I was tryna find out where I lost 'em at
But maybe I ain't lose 'em at all
Maybe I keep movin' forward and they're just stagnant
They ain't movin' at all
But when they need a favor, who do they call?
Maybe I'm searchin' for the problems
Askin' what was said and who was involved
Too focused on people's feedback and provin' 'em wrong
They say the shoe can always fit, no matter whose foot it's on
These days feel like I'm squeezin' in 'em
Whoever wore 'em before just wasn't thinkin' big enough
I'm 'bout to leave 'em with 'em
'Cause if I run in the game in these, man, the seams are splittin'
No pun intended but they're smellin' defeat in the air
Headed where nobody took it, who meetin' me there?
They tell him that he's talkin' crazy but he doesn't care
Bein' humble don't work as well as bein' aware
Listen up, boy, you're better off eavesdroppin'
We already got spring 2015 poppin'
PND droppin', Reps-up P droppin'
Majid Jordan droppin', OB droppin', not to mention me droppin'
Feel like we paid the refs off, man, we fixed the game
Me and Noel been at it before Twitter names
Yeah, been on the move like the lease is up
And I can't even name one person that's keepin' up
Damn, fuck how it was in the past tense
Ask yourself, how do we match up now?
'Cause I'm only 27 and I'm only gettin' better
If I haven't passed you yet, watch me catch up now, for real

[Outro: James Blake]
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up
Could it be the way that I'll catch up",Drake,Drake,2014,"[64, 63, 59, 53, 52, 44, 41, 36, 37, 38, 35, 35, 35, 35, 44, 53, 53, 58, 62, 63]",20
96,Burnin' It Down,"[Verse 1]
You slip your finger through the tear in my t-shirt
You stirrin' up dirty in the back of my mind
You keep on flirtin', 'cause you know that it's workin'
You stuck in my head girl writing the lines
Couldn't sing this song without you if I tried
Let's light it up like it's our last night

[Chorus]
We're just hanging around
Burnin' it down
Sippin' on some cold Jack Daniel's
Jammin' to some old Alabama with you baby
Laying right here naked in my bed
I'm just doing my thing
You love it when I sing
Say it makes you feel like an angel
We about to get a little tangled up right about now
So girl let's keep burnin' it down
Burnin' it down, burnin' it down

[Verse 2]
Girl when you want it
You know that I'm on it
You know that I love lovin' up on you
Let's hit the switch and let our shadows dance
And light it up like it's our last chance

[Chorus]
We're just hanging around
Burnin' it down
Sippin' on some cold Jack Daniel's
Jammin' to some old Alabama with you baby
Laying right here dreamin' in my bed
I'm just doing my thing
You love it when I sing
Say it makes you feel like an angel
We about to get a little tangled up right about now
So girl let's keep burnin' it down
Burnin' it down, burnin' it down, burnin' it down
Burnin' it down, burnin' it down, burnin' it down

[Bridge]
I wanna rock it all night
Baby girl will you rock it out with me (with me)
I wanna crawl through the dark
Just to feel your heartbeat against me (against me)
I wanna rock it all night
Baby girl will you rock it out with me (with me)
I wanna crawl through the dark
Just to feel your heartbeat against me  (against me)

[Chorus]
We're just hanging around
Burnin' it down
Sippin' on some cold Jack Daniel's
Jammin' to some old Alabama with you baby
Laying right here naked in my bed
I'm just doing my thing
You love it when I sing
Say it makes you feel like an angel
We about to get a little tangled up right about now
So girl let's keep burnin' it down
Burnin' it down, burnin' it down, burnin' it down
Burnin' it down, burnin' it down, burnin' it down

[Outro]
I wanna rock it all night
Baby girl will you rock it out with me (with me)
I wanna crawl through the dark
Just to feel your heartbeat against me",Jason Aldean,Jason Aldean,2014,"[79, 74, 69, 63, 35, 37, 26, 23, 20, 20, 19, 21, 20, 20, 21, 22, 20, 22, 22, 12]",20
97,Look At You,"Baby when I look at you, with them baby blues
Cuttin' right through me
You set me on the rewind, back to the good times
When you couldn't get enough of me
I guess I givin' myself away
Sayin' all the things I never did say
I lose myself, there's nothing else I can do
Baby, when I look at you

Yeah, baby when I look at you

Last thing I thought I'd see was
You across the bar from me
And holdin' on to that turkey bottle
Shootin' em down, and runnin' full throttle
Oh I can still taste the last time
You and me and nothin' but the tan lines
Keeps runnin' through my my mind
On and on and on and on and

Baby when I look at you, with them baby blues
Cuttin' right through me
You set me on the rewind, back to the good times
When you couldn't get enough of me
I guess I givin' myself away
Sayin' all the things I never did say
I lose myself, there's nothing else I can do
Baby, when I look at you

Yeah, baby when I look at you

Well I know you know I'm a watchin'
Your low cut on the dance floor rockin'
Got the whole place worked up and locked in
With every move so sexy it's shockin'
Girl you sure do know how to serve it
The way I did ya Lord I deserve it
You know my heart, you know how to hurt it

On and on and on and on and

Baby when I look at you, with them baby blues
Cuttin' right through me
You set me on the rewind, back to the good times
When you couldn't get enough of me
I guess I givin' myself away
Sayin' all the things I never did say
I lose myself, there's nothing else I can do
Baby, when I look at you

Yeah, baby when I look at you

Well, I could start a tab and run it up
Or close it out and head to my truck
And drive away as fast as I can
And forget we ever loved

Baby when I look at you, with them baby blues
They're cuttin' right through me
You set me on the rewind, back to the good times
When you couldn't get enough of me
I guess I givin' myself away
Sayin' all the things I never did say
I lose myself, there's nothing else I can do
Oh, I lose myself, there's nothing else I can do
Baby, when I look at you
Yeah, baby, when I look at you

Baby when I look at you, with them baby blues
They're cuttin' right through me",Big and Rich,Big & Rich,2014,"[81, 76, 76, 73, 76, 83, 78, 84, 82, 88, 84, 92, 96, 100]",14
98,Day Drinking,"[Verse 1]
Everybody's always waiting on Friday
Watching that clock and sitting on go
Whatcha' say we find a little warm sunshine
An open umbrella on the patio
I don't need a reason or a happy hour
Ain't hangin' 'round for a fireworks show
Get a head start, a little sip of somethin'
Off and running, here we go
One, two, three, here we go

[Chorus]
Don't wanna wait 'til the sun's sinking
We could be feeling alright
I know you know what I'm thinking
Why don't we do a little day drinking?
Why don't we do a little day drinking?

[Verse 2]
Blame it on the work day
Blame it on the heatwave
Blame it on the tick-tock movin' too slow
Blame it on any old thing you want to
Ready, get set, baby, here we go

[Chorus]
Don't wanna wait 'til the sun's sinking
We could be feeling alright
I know you know what I'm thinking
Why don't we do a little day drinking?

[Bridge]
Day drinking, d-d-d-day drinking
Day drinking, d-d-d-day drinking

[Chorus]
Why don't we do a little day drinking?
Don't wanna wait 'til the sun's sinking
We could be feeling alright
I know you know what I'm thinking
Why don't we do a little day drinking?
Don't wanna wait 'til the sun's sinking
We could be feeling all right
I know you know what I'm thinking
Why don't we do a little day drinking?
Why don't we do a little day drinking?
Why don't we do a little day drinking?",Little Big Town,Little Big Town,2014,"[82, 66, 58, 55, 40, 61, 59, 70, 72, 73, 73, 78, 74, 76, 78, 82, 89, 78, 100, 87]",20
99,Bed Of Lies,"[Intro: Skylar Grey]
Ohhh, yeah

[Hook: Skylar Grey]
Do you ever think of me when you lie?
Lie down in your bed, your bed of lies
And I knew better than to look in your eyes
They only pretend you would be mine
And oh, how you made me believe
You had me caught in every web that you weaved
But do you ever think of me when you lie?
Lie down in your bed, your bed of lies

[Verse 1: Nicki Minaj]
You could never make eye contact
Everything you got was based off of my contacts
You a fraud but I'mma remain icon-stat
Balenciagas on my boots with a python strap
You was caught up in the rush and you was caught up in the thrill of it
You was with me way before I hit a quarter mil' in it
Put you in the crib and you ain't never pay a bill in it
I was killin' it, now you got me poppin' pills in it
I told Baby hit you, I said this nigga buggin'
Cause I was doing it for us, I told 'em fuck the public
Couldn't believe that I was home alone, contemplating
Overdosin', no more coastin', no more toastin' over oceans

[Pre-Chorus]
They say you don't know what you got 'til it's gone
They say that your darkest hour come before your dawn
But there was something that I should've asked all along
I'mma ask on the song

[Hook: Skylar Grey]
Do you ever think of me when you lie?
Lie down in your bed, your bed of lies
And I knew better than to look in your eyes
They only pretend you would be mine
And oh, how you made me believe
You had me caught in every web that you weaved
But do you ever think of me when you lie?
Lie down in your bed, your bed of lies

[Verse 2: Nicki Minaj]
I just figured if you saw me, if you looked in my eyes
You'd remember our connection and be freed from the lies
I just figured I was something that you couldn't replace
But there was just a blank stare and I couldn't relate
I just couldn't understand and I couldn't defend
What we had, what we shared, and I couldn't pretend
When the tears roll down, it's like you ain't even notice 'em
If you had a heart, I was hoping that you would show it some
What the fuck you really telling me? What you telling me?
I could tell you lying, get the fuck out, don't yell at me
I ain't mean to cut you, I ain't wanna catch a felony
This ain't How To Be A Player, you ain't Bill Bellamy

[Pre-Chorus]
They say you don't know what you got 'til it's gone
They say that your darkest hour come before your dawn
But there was something that I should've asked, all along
I'mma ask on the song

[Bridge: Skylar Grey]
So does she know I've been in that bed before?
A thousand count, and not a single thread of truth
If I was just another girl
Then I'm ashamed to say that I'm not over you
There's one thing I need to know
So, call me when you're not so busy just thinking of yourself

[Hook: Skylar Grey]
Do you ever think of me when you lie?
Lie down in your bed, your bed of lies
And I knew better than to look in your eyes
They only pretend you would be mine
And oh, how you made me believe
You had me caught in every web that you weaved
But do you ever think of me when you lie?
Lie down in your bed, your bed of lies",Nicki Minaj,Nicki Minaj Featuring Skylar Grey,2014,"[85, 81, 70]",3
100,Feelin' It,"[Intro]
(I'm feelin' it)

[Verse 1]
Pop tops popping
Flip-flops flopping
Drop tops dropping down
Ray-Bans raying
Waves are wavin'
Ladies are layin' out
Feelin' it

[Verse 2]
IPods rocking
Sunblock blockin'
Igloos stockin' up (Yep)
Cutoffs are cuttin'
Worry 'bout nothin'
But puttin' something in my cup (Feelin' it)

[Pre-Chorus]
And I can't, I can't find nothing wrong
With nothing, nothing that's goin' on
It's making me wanna sing a song
That goes like this

[Chorus]
Whoa, oh, whoa
Ain't nothin' like feeling that summertime feelin'
Kicked back, relaxed, just chillin'
I'm feelin', I'm feelin' it
Whoa, oh, whoa
Ain't nothing like diggin' that summertime
Diggin' in the sand, gettin' tan
With your hand in my hand
I'm feelin' it
Oh yeah, I'm feelin' it

[Verse 2]
Rip tide ripping
Skim board skimming
Sip, sippin' somethin' on ice (Fill it up)
Hot gets hotter
Head to the water
Jump into paradise (Feelin' it)

[Pre-Chorus]
And I can't, I can't find nothing wrong
With nothing, nothing that's goin' on
It's making me wanna sing a song
That goes like this (Like this)

[Chorus]
Whoa, oh, whoa
Ain't nothin' like feeling that summertime feelin'
Kicked back, relaxed, just chillin'
I'm feelin', I'm feelin' it
Whoa, oh, whoa
Ain't nothing like diggin' that summertime
Diggin' in the sand, gettin' tan
With your hand in my hand
I'm feelin' it
Oh, I'm feelin' it

[Bridge]
Sunset settin'
Getting good's gettin'
Good as it can get
Lip gloss glossin'
No more talkin'
Baby, givin' me a kiss
(Feelin' it)

[Chorus]
Whoa, oh, whoa
Ain't nothin' like feeling that summertime feelin'
Kicked back, relaxed, just chillin'
I'm feelin', I'm feelin' it
Whoa, oh, whoa
Ain't nothing like diggin' that summertime
Diggin' in the sand, gettin' tan
With your hand in my hand
I'm feelin' it
Whoa, oh, whoa

[Outro]
Pop tops poppin'
IPod's rockin'
(Whoa, oh, whoa)
Flip-flops flopping
Oh, I'm feelin' it",Scotty McCreery,Scotty McCreery,2014,"[86, 87, 87, 84, 84, 92, 89, 93, 95, 99, 96]",11
101,Geronimo,"[Verse 1]
Can you feel it? Now it's coming back
We can steal it if we bridge this gap
I can see you through the curtains of the waterfall

When I lost it, yeah, you held my hand
But I tossed it, didn't understand
You were waiting as I dove into the waterfall

[Chorus]
So say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo!

So say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo!

[Post-Chorus]
Can you feel my love?Bombs away!
Bombs away! Bombs away!
Can you feel my love? Bombs away!
Bombs away! Bombs away!
Say Geronimo!

[Verse 2]
Well we rushed it, moving way too fast
That we crushed it, but it's in the past
We can make this leap through the curtains of the waterfall

[Chorus]
So say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo!

So say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo!

[Post-Chorus]
Can you feel my love?Bombs away!
Bombs away! Bombs away!
Can you feel my love? Bombs away!
Bombs away! Bombs away!
Say Geronimo!

[Bridge]
Well I'm just a boy with a broken toy
All lost and coy, at the curtains of the waterfall
So it's here I stand, as a broken man
But I've found my friend at the curtains of the waterfall

Now I'm falling down, through the crashing sound
And you've come around at the curtains of the waterfall
And you rushed to me and it sets us free
So I fall to my knees at the curtains of the waterfall

[Chorus]
So Say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo!

[Post-Chorus]
Can you feel my love?Bombs away!
Bombs away! Bombs away!
Can you feel my love? Bombs away!
Bombs away! Bombs away!
Say Geronimo!

So say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo! Say Geronimo!
Say Geronimo!

[Outo]
Make this leap, make this leap
Make this leap, make this leap
Can you feel my love?",Sheppard,Sheppard,2014,[90],1
102,i,"My interpretation of the Song ""i"" by Kendrick Lamar

""i"" -Kendrick Lamar

We got a young brother to stand for something!
We got a young brother that believe in the all of us!
Brother Kendrick Lamar! He's not a rapper, he's a writer, he's an author!
And if you read between the lines, we'll learn how to love one another! But you can't do that
Right on
I said, you can't do that - without loving yourself first

I done been through a whole lot
Trial, tribulations, but I know God
Satan wanna put me in a bow-tie
Praying that the holy water don't go dry, yeah yeah
As I look around me
So many motherfuckers wanna down me
But ain't no nigga never drown me
In front of a dirty double-mirror they found me

And I love myself
(The world is a ghetto with guns and picket signs)
I love myself
(But it can do what it want whenever it wants and I don't mind)
I love myself
(He said I gotta get up, life is more than suicide)
I love myself
(One day at the time, sun gone shine)

Everybody looking at you crazy (Crazy)
What you gone do? (What you gone do?)
Lift up your head and keep moving (Keep moving)
Or let the paranoia haunt you? (Haunt you)
Peace to fashion police, I wear my heart
On my sleeve let the runway start
You know the miserable do love company
What do you want from me and my scars?
Everybody lack confidence, everybody lack confidence
How many times our potential was anonymous?
How many times the city making me promises?
So I promise this

And I love myself
(The world is a ghetto with big guns and picket signs)
I love myself
(But it can do what it want whenever it wants and I don't mind)
I love myself
(He said I gotta get up, life is more than suicide)
I love myself
(One day at the time, sun gone shine)

They wanna say there's a war outside and a bomb in the street
And a gun in the hood and a mob of police
And a rock on the corner and a line full of fiends
And a bottle full of lean and a model on a scheme, yup
These days of frustration keep y'all on ducking rotation
I duck these gold faces, post up fee-fi-fo-fum basis
Dreams of realities peace
Blow steam in the face of the beast
The sky can fall down, the wind can cry now
The strong in me, I still smile

And I love myself
(The world is a ghetto with big guns and picket signs)
I love myself
(But it can do what it want whenever it wants and I don't mind)
I love myself
(He said I gotta get up, life is more than suicide)
I love myself
(One day at the time, sun gone shine)

Walk my barefeet (Walk my barefeet)
Down, down valley peak (Down, down valley peak)
I keep my fee-fi-fo-fum (Fee-fi-fo-fum)
I keep my heart undone (My heart undone)

And I love myself
(The world is a ghetto with big guns and picket signs)
I love myself
(But it can do what it want whenever it wants and I don't mind)
I love myself
(He said I gotta get up, life is more than suicide)
I love myself
(One day at the time, sun gone shine)

I went to war last night
With an automatic weapon, don't nobody call a medic
I'm a do it 'til I get it right
I went to war last night
I've been dealing with depression ever since an adolescent
Duckin' every other blessin', l can never see the message
I can never take the lead, I can never bob and weave
For my nigga that be letting 'em annihilate me
And the sound is moving in a meteor speed
From a 100 to a billion lay my body in the street
Keep my money in the ceiling let my mama know I'm free
Give my story to the children and the lesson they can read
And the glory to the feeling of the only unseen
Seen enough, make a motherfucker scream, ""I love myself!""

I lost my head, I must've misread what the good book said
Oh woes keep me, it's a jungle inside
Give myself again 'til the well runs dry",Connor Runstedler,Kendrick Lamar,2014,"[96, 80, 62, 59, 48, 50, 53, 51, 54, 48, 39]",11
