,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
Fuckin' that bitch like the Ramadan
Man, I spit shit
So cool
I breakdance shit like the old school
I'm never runnin' out of energy, I'm a suspect grippin' this firearm in your vicinity
Try me if you want, 'cause I swear it's not gon' end cool
I'ma prolly pull up to your cruel like, ""Where the fuck is you?""
Cock it back and then I shoot
W-W-W, I can't lose
Ayy, I flew from London to Chicago
Money in my pockets, I may get a Murciélago
That's all that I know
Shout out to my kinfolk, they know I'm totin' ammo
In the streets they call me Rambo, ain't no peace where I'm from
But these pieces, we tote 'em, you run up on me it's over
Like a cig, we gon' smoke 'em
I put yo ass in a coma
Smokin' kush, this aroma, leave yo ass in a coma
Ballin' out like I'm Odom before the crack, don't you get it?
Spittin' crack on these niggas, define niggas like physics
Shut the fuck up and listen, I'm ballin' hard like a Piston
Nigga this shit's enlisted just like a army lil' nigga
I swear to god I'm invincible you can't harm me lil' nigga, yeah
I'm talkin' to you
I sent you my address a couple weeks ago, you ain't come through
'Cause you know we was gon' leave yo ass dropped like a sunroof on a new coupe
Haha, I talk a lotta shit
But it all means something

[Verse 15]
He pullin' out hella beats, cool
This shit sound hard, there's some soul to this shit
Shit, bat
Your bitch miss me like the old Kanye
That's what she say
It's not what I say
That's what she say
I'm early to the money I can never be late
Always good I always been great
These niggas ain't straight, they always been gay
No offense, no offense
Please don't proceed to hop up on my dick
Haha, man
Listen how the flow go
Outer space I'm ballin' like I'm shootin' up on Pluto
Talkin' stupid to me 'til I pull up let the tool blow
Emperor new school, call me Juice Kuzco
Known to flip this shit and kick it like I'm knowing Judo
That's just how it goes though
If I touch the world I told you that shit is a snow globe
That's just how my flow is
Living in the moment
Your bitch swallow my kids
I can say that in a million different ways
I can break it down, a million different phrases
Look at all my songs on the playlist
It's evident that I'm your bitches favorite
I ain't even have to say it
I ain't even have to say it
They just left my blood on the pavement
Now I gotta come back gotta slay 'em
Nigga what the fuck you thought you was saying?
Run up on me, that's okay, I AK 'em
I could freestyle shit for hours
Your bitch super wet, fresh out the shower
I fly in that bitch like super powers
You goofier than a bitch, lil' Austin Powers
Man, but I'm still feelin' groovy
I fuck your bitch in the back of the movies
I'm in the cut and I'm totin' a uzi
It got a clip, shoot a movie like Clooney
You gotta problem nigga you can come and suit me
She Paul Wall 'cause she wanna chop and screw me
Huh, she wanna chop and screw me
I'm like a book to her, she gon' renew me
Uh, look, I spent your allowance, on, a pair of shoes
Uh, I spent your mortgage, on a pair, of cars
Yeah, two matching Lambos
Up in Toronto, gon' let your mom know
I got that bomb flow, I'll fuck your mom, ho
I feel like, uh, feel like Osama
I don't really know where to start I got a heavy heart
Choppa on me, I'ma shoot it tear his ass apart
And that's just what it is
Freestyling on Westwood, you know that we get it in
I ain't come here with no shit written, nah
I ain't come here with no shit written, nah
So I'm off the dome, jet lag kicking
Doin' the best that I can for my niggas, yeah
Ayy, Westwood we should go shoppin'
I got about twenty thousand dollars in my pocket
I'm tryna buy Balenciagas, no posits
Buy it all, no deposits
If I need more cash, let's hit Chase then make a withdrawal
You know I got it
Interscope got me livin' a lil' proper
I'm hoping that I prosper
My gun is finna sing, that's an Opera
These niggas acting, I think they need a Oscar
Therapy or something, what's they problem?
I'm sick of being modest
I'm like Future at the end of the day I'm just being honest
Man, I rapped on like seventy beats
Niggas gon' go back and listen to me
Bitches prolly gon' get wet, damn near pissin' to me
On twitter, mentioning me wishing they were with me
Some niggas against me, some niggas don't get me
Some niggas won't hit me
But that's cool, 'cause I'm cool
Yeah, I'm bool, fuck what you do
I pull up with that chopper, stick his ass like voodoo
I'm the shit up on the niggas like a bunch of doodoo, haha

[Outro]
Man, man
Let's go buy some cars or something
I know you got it, you a legend
Where your Tesla at nigga, I know you got it",Juice WRLD,Stevie B,1988,"[88, 76, 69, 62, 56, 54, 49, 48, 44, 47, 46, 44, 43, 47, 56, 67, 76, 89]",18
128,When It's Love,"[Verse 1]
Everybody's looking for something
Something to fill in the holes
We think a lot but don't talk much about it
'Til things get out of control

[Chorus]
How do I know when it's love?
I can't tell you but it lasts forever
Oh! How does it feel when it's love?
It's just something you feel together
When it's love

[Verse 2]
You look at every face in a crowd
Some shine and some keep you guessing
Waiting for someone to come into focus
Teach you your final love lesson

[Chorus]
How do I know when it's love?
I can't tell you but it lasts forever
Oh! How does it feel when it's love?
It's just something you feel together

[Bridge]
(Oh oh oh oh) Oh, when it's love
(Oh oh oh oh) You can feel it, yeah!
(Oh oh oh oh) Nothing's missing, yeah!

[Guitar Solo]

[Bridge 2]
(Oh oh oh oh) Yeah, you can feel it
(Oh oh oh oh) Oh, when it's love
(Oh oh oh oh) When nothing's missing, ow!

[Chorus]
How do I know when it's love?
I can't tell you but it lasts forever
Ooh, how does it feel when it's love?
It's just something you feel together, hey!
How do I know when it's love?
I can't tell you but it lasts forever
When it's love ooh, when it's love
Hey! It'll last forever

[Outro]
(Na na na-ah na na)
When it's love
(Na na na-ah na na)
(Na na na-ah na na)
(Na na na-ah na na)
You and I, we're gonna feel this thing together
(Na na na-ah na na)
When it's love, ooh
When it's love, baby
You can feel it, yeah!
We'll make it last forever
Ooh-ooh, when it's love",Van Halen,Van Halen,1988,"[93, 71, 65, 51, 40, 30, 16, 6, 5, 8, 13, 16, 21, 25, 29, 35, 42, 50, 69]",19
129,I'm Not Your Man,"Baby before hang around this old moldy
Mildewy 'n' crappy scene holding hands with you
There's a whole list of things you're gonna have to do

Jump off the Empire State in a paper sack
Talking lovey-dovey to a camel scare the hump off his back
Get the Queen of England's golden shoes
Put 'em on your feet and sing the St. Louis blues
Look here

Seven days a week with you is more than I can handle
Seven nights of love and dirty laundry on your floor
Baby, I can see this whole thing heading into trouble
I'm out the door

I'm not your man
'Cause you're looking for a hero
Baby, it ain't me, I'm not your man
I ain't nothing to hold on to
Baby, I ain't what you need

It's easy being here but I've got ground to cover
There's nothing you can do to make me wanna stay
Though I've been here awhile don't think that
I've stopped moving, I'm on my way

I'm not your man
'Cause you're looking for a hero
Baby it ain't me, I'm not your man
I ain't nothing to hold on to
Baby I ain't what you need

I might be a clown but I can get down
On my guitar, so here y'are

I'm not the one you're gonna take home to your daddy
I'm not the one to sit around with making plans
I'm not the one you're gonna settle down and marry
I'm not your man

I'm not your man
'Cause you're looking for a hero
Baby it ain't me, I'm not your man
I'm not the one you wanna cry to
Baby, in your sleep

I'm not your man
'Cause you're looking for a hero
I'm not your man
I ain't nothing to hold on to

There ain't no tomorrow baby, there's just right now
You know you got to have some fun while you still know how
Do a monkey chasing line up a coconut tree
A sweet little angel that I ain't ever gonna be

I, I, I, I, I, ooh
I'm not your man
I'm not your man
I'm not your man

I, I, I, I, I, ooh
I'm not your man all the way
I'm not your man, like I said
I'm not your man, look here

I, I, I, I, I, ooh
I'm not your man all the way
I'm not your man, hey
I'm not your man, look out
Y'gotta look out
I, I, I, I, I, ooh",Tommy Conwell & The Young Rumblers,Tommy Conwell And The Young Rumblers,1988,"[94, 84, 74, 79, 85, 87, 95]",7
130,Superstitious,"Keep on walkin' that road and I'll follow
Keep on callin' my name I'll be there
And if a mirror should break it's easy to take
Cause deep down I know that you care
I'm not superstitious
No oooh oh

I'm not superstitious, I have no doubt
That there's a reason, how things turn out
While things are changin' from day to day
I'll keep this feelin' with me all the way

And I want you to know
That you're on my mind
Every day, all of the time

So keep on walkin' that road and I'll follow
Keep on callin' my name I'll be there (yeah)
And if a mirror should break it's easy to take
Cause deep down I know that you care
I'm not superstitious
No, oooh oh

There might be times of wonder
When I'm on my own
Tryin' to find out if love has gone
It might make a difference
It might bring me down
But no superstition is gonna turn things around

And I want you to know
That you're on my mind
Every day, all of the time

So keep on walkin' that road and I'll follow
Keep on callin' my name I'll be there, yeah
And if a mirror should break it's easy to take
Cause deep down I know that you care
I'm not superstitious
No, nooo

So keep on walkin' and we'll make things right
Yeah, keep on dreamin' each and every night
We're gonna make it, that's what we'll do
Right to the end girl, we're gonna walk on, walk on through

So keep on walkin' that road and I'll follow
Keep on callin' my name I'll be there, yeah
And if a mirror should break it's easy to take
Cause deep down I know that you care
So keep on walkin' that road and I'll follow
Keep on callin' my name I'll be there, yeah (Oh I'll be there)
And if a mirror should break it's easy to take
Cause deep down I know that you care
I'm not superstitious
No, I'm not superstitious",Europe,Europe,1988,"[95, 77, 48, 36, 31, 32, 37, 46, 52, 56, 61, 70, 80]",13
131,What You See Is What You Get,"Ooh, yeah

[Chorus:]
What you see is what you get
What you get is everything now, honey
What you see is what you get
Nothing more and nothing less

[Verse 1:]
Ooh
I been watching your eyes
Looking for someone
(Time...)
Time after time
They met mine, the chase is on

You think I'm this
You think I'm that
I wonder why you stop and go

Do you think I'm weak
Do you think I'm strong
I think I ought to let you know

[Chorus:]
What you see is what you get, baby
What you get is everything now, honey
What you see is what you get
You get nothing more and nothing less, no

[Verse 2:]
Ooh, move closer, baby
Come on, keep me company
Say, do anything but
Don't try rearranging me

'Cause I may be this
And I may be that
But I don't know
Why you stop and go

If you decide to make up your mind
I think I ought to let you know

[Repeat Chorus:]

Oh, oh, oh
What you see is what you
What you see is what you
What you see is what you
What you see is what you get, get, get

[Bridge:]
'Cause I may be this
I may be that
I don't know why you stop and go
If you decide to make up your mind
I think I ought to let you know

[Chorus:]
What you see is what you get, baby
What you get is everything now, honey
What you see is what you get, sugar
Nothing more and nothing less

Nothing more and nothing less
No, no",Brenda K. Starr,Brenda K. Starr,1988,"[72, 49, 31, 24, 24, 26, 29, 34, 40, 47, 54, 66, 79]",13
132,She's On The Left,"[Verse 1:]
Why
She must come and poses me
In the heat of the night?
Toss and turn me and then disappear

Here
On the edge of obsession
I turn off all the lights and pray
That this fantasy can be real

Night and day
I want to kiss her lips
And caress her like a man should do
She's become the center of my emotions
And I can't fight through

[Chorus:]
She's on the left
She's on the right
She's in the middle of my life

She's on the left
She's on the right
She's in the middle of my mind

[Verse 2:]
I
I can almost taste her
And smell the scent of her perfume
I wish she were here for me to lay next to

She's so very close
But like every illusion
That's just how it appears

I reach out to touch
And find out there's no one there
Right now I'm going to close my eyes
And go back to where I need to be

Maybe then I'll get to hear her say
She loves me
And will never leave

[Chorus:]
She's on the left
She's on the right
She's in the middle of my life

She's on the left
She's on the right
She's in the middle of my mind

She's on the left
She's on the right
She's in the middle of my mind

She's on the left
She's on the right
Smack dib in the middle of my mind

[Bridge:]
Night and day
I want to kiss her lips
And caress her like a man should do
She's become the center of my emotions
And I can't fight through

[Chorus:]
She's on the left
She's on the right
She's in the middle of my mind

She's on the left
She's on the right
Smack dib in the middle of my mind

She's on the left
She's on the right
She's in the middle of my mind

She's on the left
She's on the right
She's in the middle of my mind

She's on the left
She's on the right
She's in the middle of my mind
Girl's in the middle of my life",Jeffrey Osborne,Jeffrey Osborne,1988,"[78, 54, 48, 48, 48, 53, 65, 70, 73, 89, 95]",11
133,I Did It For Love,"Every night that I held you
Made heaven from hell, yea
I did it for love

Like the change of the season
You grew cold for that reason
I did it for love

And when it all went wrong
And there's no use hanging on
I turned and walked away

Chorus:
I did it, I did it, I did it for love
Now you wanna know
Why I let you go
I did it for love
Well, I thought that I was tough
Well, I guess I'm not tough enough
I didn't do it for the glory
I did it for love

When you were lost in the night
And you feared for your life
I came running to you

And as I held you so tight
You said forever you and I
But girl, I knew

And now you stand and you say
How could I walk away
I love you too much to stay

(chorus)
Oh, I remember how it started
And we felt so alive
And the passion was burning inside
There's a lesson in love
When the heart grows wild

Well, I thought that I was tough
Well, I guess I ain't tough enough

I did it for love
Oh, Oh

I did it, I did it, I did it for love
Now you wanna know
Why I let you go
I did it for love",Night Ranger,Night Ranger,1988,"[87, 75, 77, 80, 98]",5
134,It Would Take A Strong Strong Man,"My hearts starts breaking
When I think of making up plans to let you go
I keep thinking, maybe tomorrow
I´m gonna let you know...
But when I think about leaving
I think about losing
The only love I ever knew
Everytime I think of you
My heart starts breaking
My hands keep shaking
And you know, you know, you know
It would take a strong, strong man
To ever let you go
My heart´s been hurting
When I see you flirting
Everynight out on the floor
I keep thinking, maybe tomorrow
You´ll grow to love me more
But whenever we´re together
I could leave you never
Even though you treat me cruel
Everytime a look at you
My heart starts breaking
My hands keep shaking
And you know, you know, you know
It would take a strong, strong man
To ever let you go
I´ve tried to resist you
When you´re gone
All I ever do is miss you
Anyone in love would know...
Anyone with half a heart could
Never let you go...
Guitar
But when I think about leaving
I think about losing
The only girl I ever loved...
Can´t you tell me why do you hurt me?
I guess some people never see
Specially a fool like me
(My heart starts aching, my hands keep shaking
And you know, you know, you know)
It would take a strong, strong man
To ever let you go
(To ever let you go)
To ever let you go
(To ever let you go)
I´ll never let you go...
---
.",Rick Astley,Rick Astley,1988,"[89, 63, 44, 30, 13, 11, 10, 13, 14, 20, 25, 29, 34, 44, 56, 78]",16
135,"Louie, Louie","They say what don't kill you just make you stronger
They say what don't kill you just make you stronger
All that motherfucking hate made me get out gang
Get my hustle on
Go to louie store baby get whatever you want
It ain't no limit, we on now

[Hook: x2]
Last year, shit, we barely eat
This year, we fucking on them Louie sheets
Broke niggas, get no moneky
I'm in the zoo act, a fucking donkey

Hate niggas, see how the table turn
No limit, did it once, bitch we got another turn
Call me derrek dunkings, bout to break it back boy
Nigga going hella fast, 160 on the dashboard
And your bitch drop it for me nigga like a pro
Do shit for me nigga you will never know
We doing shit niggas ain't never see
Let the record play I'm back nigga, Al Green
God bitches popping for them green beans
Standing over niggas like I'm ya'll maine
A nigga winning like Charlie Sheen
Fuck her good, she will cook a nigga collie green

[Hook: x2]
Last year, shit, we barely eat
This year, we fucking on them Louie sheets
Broke niggas, get no moneky
I'm in the zoo act, a fucking donkey

No hesitation graduate, elevate my education
Call my chopper, special K
Extra pussy just to play
Fucking on my louie shit, Gucci loubbie on her feet
Shopping spree she out with me
Pop that pussy properly, no stopping me
Oh my God, think her boyfriend watching me
Call it hard for stalking me
Come and shop and drop a block with me
All about my mozzarella, bacon cheese and broccoli
Vicky short, tattered up, fucked her on the louie sheets
Girlfriend, super thick, titties ass real big
Nails done, hair did, fucked her on the louie sheets
All we know is ball, I got money I'm a throw
Feel it like I can do it all, I feel like I can't fall

[Hook: x2]
Last year, shit, we barely eat
This year, we fucking on them Louie sheets
Broke niggas, get no moneky
I'm in the zoo act, a fucking donkey

Head first ain't no backing in
Gun black as an African
Don't talk crazy on my line
Them people might be tapping in
Especially when this rap is kinda like when I was trapping
Bought my pack in sack then wrapped it
Got a skirt and send it packing, booya!
How far away them days seem
This river floating winning brought me to the main stream
So I get on my boat, then float in hopes that I stay seen
Sing, whatever, as long as I'm paid, is better
Than anything I know, any, anything I know
Bitches see me they see green so everything's a go
Smoke weed with my mama nigga
Honest nigga, everyday I profit nigga, fat trel, p and problem nigga

[Hook: x2]
Last year, shit, we barely eat
This year, we fucking on them Louie sheets
Broke niggas, get no moneky
I'm in the zoo act, a fucking donkey",Master P,Fat Boys,1988,"[92, 89, 97]",3
136,Here With Me,"Maybe it's too late but
This feelin' is runnin' through my soul
I think I've learned what love is
But I'm afraid I let it go

Maybe it's too late
Maybe you've already changed your mind
Turned lovin' into leavin'
And I'm on the outside

You can't take these words
To bed with you
And hold onto them at night
They can't erase the emptiness
And make everything all right

But your laughter and your tenderness
Will never disappear
No matter where you are tonight
A part of you is here with me

Here with me
I don't know where you are
All I know is I need you to be

Here with me
I know it's not too late
To turn around and get it straight
It's my fate to have you here with me

I can hear your voice promising
Your love will never die
I can feel your golden skin on mine
Beneath the desert sky

So how can it be true
How can you just turn and let me go
Let the story of your life with mine
Forever go untold

I can't take these words to bed with me
And hold onto them at night
They can't erase the emptiness
And make everything all right

'Cause your laughter and your tenderness
Will never disappear
No matter where you are tonight
A part of you is here with me

Here with me
I don't know where you are
All I know is I need you to be

Here with me
I know it's not too late
To turn around and get it straight
It's my fate to have you here with me

Here with me
I don't know where you are
All I know is I need you to be

Here with me
I know it's not too late
To turn around and get it straight
It's my fate to have you here with me

Here with me
I don't know where you are
All I know is I need you to be

Here with me
I know it's not too late
To turn around and get it straight

Here with me
Ah, you're here with me
I don't know where you are
Don't know where
All I know is I need you to be, whoa, oh

Here with me
I know it's not too late
Know it's not too late
To turn around and get it straight, oh

Here with me, yeah, yeah
I don't know where you are
I don't know where
I don't know where
I don't know where you are",REO Speedwagon,REO Speedwagon,1988,"[94, 81, 67, 57, 44, 36, 25, 20, 23, 24, 28, 31, 35, 39, 44, 52, 58, 64, 80]",19
137,Live It Up,"1. Blurred Lines
Blurred Lines has been without a doubt the most controversial song of 2013. Not only is it highly played on the radio and in clubs, almost everybody was singing along, and it was performed on various stages across the globe. But what made this song so talked about was:

• Ladies: With two versions -- one unrated -- the video caused such a fury, it was almost bigger than the song itself (as was that one brunette!). The nudity itself wasn't really a problem, per se, so much as it was shocking to many people. I mean, really?

• Lyrics: There was much debate about whether the lyrics were suggestive of rape:
Just let me liberate you
You don't need no papers
That man is not your maker
And that's why I'm gon' take a good girl
Many thought that, regardless of the risqué video, these references inappropriately targeted women. Other lyrics were found to be anti-feminine in their nature, and this caused feminist groups to go into an outrage. Thicke's denied these claims.

• Lawsuit: During an interview, Thicke talked about how he had a certain Marvin Gaye song in his head when making the song. It ended up that he actually sampled Marvin Gaye as well. The sample was from the 1977 song ""Got to Give It Up"". There was a lawsuit later filed by Gaye associates for the use of that sample
2. Control
This was Big Sean's song, and he had a nice verse. Jay Electronica went in as well. Then somewhere in between those two verses we got King Kendrick Lamar, and nothing was the same. If you wanna see someone throw bars on bars and dismantle everybody in the game while doing it, look no further. Not only did he blow up Twitter and every other platform, many rappers were compelled to respond. Above all he shook up the industry and spiced up the hip hop game quite a bit (no more light verses allowed). But what made this song so talked about was:

• Names: Kendrick managed to piss off everybody in the rap game while only just recently making a name for himself. He dropped a straight grimy verse that hasn't been spit in quite some time. No one really tries to call out people anymore, especially by name. I'd probably be a little salty if I was Jermaine Cole, Big KRIT, Wale, Pusha T, Meek Millz, A$AP Rocky, Drake, Big Sean, Jay Electron', Tyler, or Mac Miller.

• New York: He also claimed he was the king of New York, and that didn't make any rappers happy. New York rappers like Papoose and Joey Bada$$ took this with special offense. New York hasn't seemed to have held much of a grudge though, especially as its rappers struggle to find its current influence in hip hop. Still, I mean, fuck it, he technically didn't even claim just that, he said he was 2Pac AND The Notorious B.I.G. Every rapper tried to respond to Kendrick through a track combined. So what was his response to it all?:
Everybody else gotta try harder though3. Radioactive
The biggest song off of their album Night Visions, this song was highly talked about because:

• Teens: Radioactive has been a hit on the radio and an anthem for many young teens. And when you make an adolescent anthem, it means a cult-like following. This hit has propelled the band into the national spotlight. Many have been inspired by it's message, as the band speaks on it's meaning:
Radioactive, to me, it's very masculine, powerful-sounding song, and the lyrics behind it, there's a lot of personal story behind it, but generally speaking, it's a song about having an awakening; kind of waking up one day and deciding to do something new, and see life in a fresh way
• TV: The single has also been used in various commercials as well, which only furthered the popularity it gained and helped get it across different audiences on multiple platforms. As the band continues to grow, these T.V. spots helped people attract them to the album as a whole and boosted sale numbers and fan count
4. Royals
This song put young songstress Lorde into the music spotlight not only throughout the UK, but around the globe. The beat incorporates many different genres, which helped this track reach multiple audiences. The hook makes the song, but what really made it so talked about was:

• Raw: It's powerful sound drives this song home. The soothing voice made it such a good listen and it's non-explicit content meant it could be played anywhere... and so it was played everywhere. This helped the song garner massive radio play as well as on TV and by youth everywhere. This song propelled her fan-base to a new level

• Racist? Some people's thoughts on the potentially racist aspects of the track have made this song talked about since it's release. Some feel as if she took shots at some black superstars or even rappers in particular, but she refused to comment, a smart move by a young woman to avoid it all together.
5. Rap God
Ohh, the return of Em, this song was highly talked about because:

• Disappointment: After 3 years of silence since Recovery's release, Eminem dropped the first single from his next album, ""Berzerk"". But people were a little unimpressed. They feel as if he tried too hard to get that 1990's style to return. Some also found the beat and the fast rapping of common everyday sounds unappealing to listen to

• Destruction: But then Em dropped this gem: 6 minutes of straight fast, hard, grimy rap, (no hook either) and in the wake of ""Control"" no less! A couple years ago we thought this guy was done, and know he's not just saying he's a king, he's a GOD? This had the rap world buzzing, a sighting of the old Em, the legendary Em. Had the people like this
6. Suit and Tie
On January 14th, Justin Timberlake shocked the world by dropping this single and announcing a new album was in the works. But there was a reason this was the most talked about:

• Return: The record brought all the Timberlake fans back, and he gained even more plays with that Jay Z feature. Everyone was bumping this, and was surprised by it's mix of genres (Pop Hop?!). It instantly became a hit and the return of JT had moved into full effect

• Reiterate: Six long years we survived with no JT album, but this single was only a sign of things to come as this record later brought a new JT album and a tour with Jay and it became a nice comeback single and a summer anthem. JT has since released a sequel to that album, as an obvious comeback has now been started
7. New Slaves
Okay, so, Kanye came to attack, and that's the beginning of why it's so talked about:

• Courage: This is Kanye West. This man is one of the most controversial artists of our generation, and he has a, erhh, special way of putting that into lyrics sometimes. Kanye is outspoken above many musicians today, and this resulted in a rarity: There was NO radio edit released, therefore stations couldn't play the track as they normally would. This was the whole point of the song: Ye was not going to feed the corporations and follow the conventional paid promotional tactics. He was going to try to abolish that way of thinking and still make a hit song

• Corporate: Kanye took no prisoners. Kanye attacks topics ranging from racism, critic responses, materialism, and the major corporations in the world. He was unforgiving in his attack on the injustices these powerful institutions, people, and ideas inflict on society. It's all part of his plan to make people realize that we can be anything we want to be in life, we just need to escape the powers that be and the tools they use to keep us down

• Cunning: Kanye also found unique ways to promote the track. From a highly-anticipated Saturday Night Live performance and his mysterious projections of the song on various buildings across 66 different locations around the world. All of these played into garnering attention right before the album's release and a boost in promo, or as he would see it, a boost in the number of people who see his message
8. Hold On We're Going HomeJUST HOLD ON WE'RE GOING HOME!!!!!
Here's why it was so popular:

• Popularity: If you have somehow avoided this song, whether sung by Drake or one of your friends, you gotta be on some dark magic shit. If your girl has not played this, your friend, your little sister -- somebody -- I applaud you (for living under a rock)

• Powerful: With a melody that captures just about everyone, this song was truly a fever. The summer embraced ""Hold On"" and you couldn't deny how good it felt. And as a result, it was ALL over radios everywhere. Not to mention Drake does a good job of not cursing or using any ""controversial"" subject matter; you know what that means right? Endless airplay, everywhere

• Peculiar: This not only got airplay, but think about how different this was. The rest of Drake's album and other rapper's songs, (Kanye, Jay, Eminem, J. Cole, Big Sean) were focused on lyricism and or straight rap, but not Drizzy. He dropped this right on the heels of his rap heavy song, ""All Me"". He straight up sang this song the whole way through. An unexpected release that kept us all guessing what he would do next
It's me and 40 just channeling our Quincy Jones/Michael Jackson production duo, obviously no offense to the greats, I know we're not anywhere near that — it's just us kinda doing our thing, humbly attempting. It's not a rap record, it's not ""Versace"", it's not ""Started from the Bottom"". In approaching this album I was like man, it would be great if we had a record that was played at weddings in 10 years or that people that are away from their families in the army could listen to. Something that just [has] timeless writing, timeless melody. So I did it with the group that we signed to OVO called Majid Jordan.9. Wrecking Ball
Miley, Miley, Miley! This single came out at the height of summer Miley mayhem. As if she couldn't get more controversial than ""We Can't Stop"", Miley outdid herself. Here are the main reasons we're talking about it:

• Lewd: The entire video, which dropped as the song did, was Miley sitting in undies or straight up naked on a wrecking ball. The beat coupled with Miley's voice makes it slightly enticing to everybody though, so you kinda couldn't stop watching, err, listening. But, come on, Miley licking steel hammers was just too weird for most people, regardless of who was doing it. And some people still couldn't quite grasp that this was once their favorite Disney Channel star.

• Laughs: It has been subject to several parodies (she's licking a sledge hammer!!). The most popular is probably this one
10. Get Lucky
Even though it is the short track on the list, this song made waves and made people talk:

• Pharrell: This beat + Pharrell = Addicting. Nuff said

• Punk: Although Daft Punk hadn't released an album since 2005, this single got people hyped, as in most-plays-in-a-single-day-on-Spotify hyped. This brought about a revival of excitement around the duo, and meant it was played incessantly in clubs and on radios/TVs across the globe

• Peak: It even reached the top of various music charts in 32 different countries. It also hit #1 on the Billboard Hot 100 and was on the chart for 16 weeks. No luck with this song.",Rap Genius,Gardner Cole,1988,"[96, 91, 91]",3
138,Don't Be Afraid Of The Dark,"Dead of the night baby
We're finally alone
I'll pull up the shades
If you'll unplug the phone

Put on some music
Marvin Gaye's real nice
Once we get settled
I'll turn off the lights

Don't be afraid of the dark
Don't be afraid of the dark
I'll be there to hold you
Don't be afraid of the dark

It might be scary
Til your eyes adjust
Don't fear the shadows
Me you can trust

I'm at my best
In a pitch black room
Hold on tight baby
You'll feel the power soon

Don't be afraid of the dark
Don't be afraid of the dark
I'll be there to hold you
Don't be afraid of the dark
I'll be there to hold you
Don't be afraid of the dark

You might tremble
You might shake
Scream out loud
You may even pray

I know which moves
Suit you right
You'll beg for more
You'll forget about the night

Don't be afraid of the dark
Baby, no, no
I'll be there to hold you
Don't be afraid of the dark
I'll be there to hold you
Don't be afraid of the dark
Don't be afraid of the dark
Baby, no, no
I'll be there to hold you
Don't be afraid of the dark
I'll be there to hold you
Don't be afraid of the dark
Hey, baby, no, no, no
I'll be there to hold you
Don't be afraid of the dark",The Robert Cray Band,The Robert Cray Band,1988,"[97, 95, 81, 74, 77, 88]",6
139,Heart Don't Fail Me Now,"It seems it's getting harder
Yeah, it's so hard to find o lover
Okay the boys are getting better
But they still fall down under
Close examination, baby
It used to be essential
But that was purely elemental
Investigations always led to
One way conversations
It took me a little while to get
Myself acquainted
It just about ready for the
Right inspiration...c'mon now

Heart don't fail me now
Could he be the one I've waited for...
Oh yeah
Could he be the one being that
I miss around here
He could be the one...
He could be the one...

I wake up every morning
Inside my private little jewel box
It's not so bad to be alone
Don't want no substitution...
I'd rather be alone than with someone and lonely
It'd take a lot more
Than strong arms to hold me...c'mon now...

Heart don't fail me now
Don't mess my mind up
Ooo don't you fail me now
It's no wonder I'm so tough
Heart don't fail me now",Holly Knight,Holly Knight,1988,"[98, 76, 59, 60, 62, 70, 79, 86, 93]",9
140,Hands To Heaven,"[Verse 1:]
As I watch you move
Across the moon-lit room
There's so much tenderness in your loving

Tomorrow, I must leave
The dawn knows no reprieve
God give me strength when I am leaving

[Hook:]
So raise your hands to heaven
And pray
That we'll be back together someday

[Chorus:]
Tonight
I need your sweet caress
Hold me in the darkness
Tonight
You calm my restlessness
You relieve my sadness

[Verse 2:]
As we move to embrace
Tears run down your face
I whisper words of love so softly

I can't believe this pain
It's driving me insane
Without your touch
Life will be lonely

[Repeat Hook:]

[Repeat Chorus x2:]

[Bridge:]
Morning has come
Another day
I must pack my bags
And say goodbye
Goodbye

[Repeat Chorus x2:]",Breathe (U.K),Breathe,1988,"[99, 82, 74, 58, 47, 38, 35, 27, 20, 12, 7, 2, 2, 3, 6, 8, 14, 20, 23, 28, 34, 43, 50, 55, 66, 73, 81, 88, 90]",29
141,Indestructible,"We are friends, we are brothers
Always there lookin' out for each other
In a world where so many dreams are broken apart
But when the world tries to beat us
We hang tough, ain't no way they'll defeat us
You and I will always survive, together we're strong
Heart to heart
Any storm we can weather
You and I we've become
United forever

Two hearts that can beat as one
There ain't a single thing, we can't overcome
We're indestructible (indestructible)
We've got the power of love
So strong we can generate
A wall of solid love
Nothing can penetrate
We're indestructible

There's a power, deep inside us
Ain't no one that could ever divide us
We won't fall, we'll show 'em all
Just what we're made of
You and I
We're in it together
We stand strong through it all
United forever

Two hearts that can beat as one
There ain't a single thing, we can't overcome
We're indestructible (indestructible)
We've got the power of love
So strong we can generate
A wall of solid love
Nothing can penetrate
We're indestructible

Heart to heart
Any storm we can weather
You and I we've become
Untied forever

Two hearts that can beat as one
There ain't a single thing, we can't overcome
We're indestructible (indestructible)
We've got the power of love
So strong we can generate
A wall of solid love
Nothing can penetrate
We're indestructible",The Four Tops,Four Tops,1988,"[100, 66, 47, 35, 37, 41, 49, 54, 63, 68, 91]",11
