,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
98,Leaving Heaven,"[Giriş: Eminem]
Evet (Bu günün geleceğini biliyordum)
Bazen, geri gelmen gerekir (Hepsi Cehenneme gidiyor adamım)
Birinin seviyesine inmek gerekir (evet)

[Verse 1: Eminem]
5 düzine sinek kafanın üzerinde uçuşuyor
Bana Grim Reaper (Ölüm) diye seslenin uyku kuzenimdir
Benim için ölüsün göreceğin son yüz benim
Ölmeden önce göreceğin son yüz (evet)
Gözüm bir kaplanınki gibidir hayatta kalan biriyim tekrar yükseleceğim
Muzaffer olacağım çünkü mirasıma (bacağıma) baktığımda
Bir kaç köpek ona yapışmaya çalışıyor
Triumph The Puppet'a benziyorlar bende dedim ki ''Siktir et''
Yaşanan katliamı kaz ta ki çok yükselene kadar gökyüzüne ulaşana kadar
Hepsinin sıra olup saldırmasına izin ver
Teker teker yığında doluşuyorlar
Onlara Toy Soldiers diye hitap edin (evet)
Çünkü hepsini arkalarından vuracağım
Şimdi gökyüzü simsiyah
Ama geri dönmeyeceğim,söyleyeceğimi söyledim
Uyanmış olan kendime uyumaya gitmeyi söyledim
Ama yinede hala beni provoke ediyorlar
Beni ruhsal olarak tamamen çökmüş halde görmek istiyorlar
Ama nasıl uyanık olmayabilirim ki?
Bu piçler beni durmadan dürterken

[Nakarat]
Cenneti terk ediyorum
Cenneti terk ediyorum
Melekler beni bulamayacak
Nereye gidiyorsun?

[Verse 2: Eminem]
Aşağıya doğru tekmelendim
Hemde yaklaşık 6 bin kere ben daha çocukken
Çocukken, beni aşağıladılar
Sayılamayacak kadar dışlandım
Durmadan bunu kendime hatırlatmalıyım hem şimdi hem o zaman (Evet)
Rotam böyleydi durmadan kendimi geliştirdim
Bir çukurda, kendime burdan nasıl çıkacağımı öğrettim
Ve yeteneklerimle bunu dengeledim
Çünkü hayat bir bozuk para (Hayat bir bozuk para)
Çünkü sadece yüzde biri
Hayatın vurduğu kişilerin hayatta kalan oranı
Bir asker kaçağıydım (AWOL -a wall) sırtımı buna vermiştim
Bana mücadeleden bahsetme orospu, en derinini ben yaşadım
İlk kez arkamdan bıçakladıklarında 5 ya da 6 yaşındaydım
Malcolm, Isaac, ve Boogie beni ekip üç tekerlekli bisikletimi çaldılar
Ve buna beyaz ırkçılığı der miydim bilmiyorum evet
Ama pigmentlere göre yargılanmanın nasıl bir şey olduğunu biliyorum
Ama iki taraftanda anlayamadım bunu
Ama yemin ederim ki onları geri getirirdim
İntikam almak için ruhumu satmaya bile razıydım (Ne?)
Bir düzen hakkında düşündüm beni fazlasıyla düşündürdü
Kendime güvenirsem,kesinlikle bunu başarırım
İşte bu yüzden durmadan mürekkep ile konuşuyorum
Ve ben son nefesimi verene kadar, yemin ederim ki onları boğup döveceğim
Tanrım, hangi şeytan kalpli onlara gider bende gideceğim
Sanki Aden bahçesindeyim derin son`a yaklaşmak üzereyim
Kötü olan beni çağıryor, şimdiden onla kaynaşıyorum ve

[Nakarat: Skylar Grey & Eminem]

Cenneti terk ediyorum
Cenneti terk ediyorum
Melekler beni bulamayacak
Nereye gidiyorsun?

[Verse 3: Eminem]
Peki, Macklemore odasını temiz ve güzel tutarken
(evet)
Beni haftada iki kere dövüyorlardı (Ne?)
Bir ısırık yemek için
Kanepe yastıklarını altüst ediyordum
Ben ve Denaun birkaç onsent bulabilseydik
İkimize kişi başına 25 kuruşa bir paket cips verirdi
Eski zamanlara dönmek için ters takla atardık
Sanırım o zamanlar hiçbir boka sahip değiliz denilebilirdi
Bu durumu annemin boktan ibaret olduğu ile çarp
Babam bir çuval boktan ibaretti öldü ama sikimde değil
Evet, hangi durum hiçbirzaman sahip olduğum sevgili babama geri götürür
O 1 yaşından 47 yaşına kadar uyuzun tekiydi
Tek istediğim söyleyeceklerimin kulağına küpe olması
Tıpkı kulak mememim bir küpe için bir iğneyle delinmesi gibi
Üzülmelimiyim? sen ölmeden önce benim için ölüydün zaten
Ben mi? bir damla gözyaşım akmadı
Cenazen için süslü bir duvar mı yapmam gerekirdi?
Tabutuna kahraman bayrağı mı örtmeliydim?
Hangi sikimdeydin?
De`Angelo beni Rio Granede`de kötü bir şekilde yaralarken
Asla torunlarınla tanışmadın, siktiğimin korkağı
Tek cesaretli olduğun konu şişman midendi
Seni cennete giderken görmedim
O yüzden cehennemi kontrol etmeye geliyorum
Ki bende seni pataklayabileyim
Yüzüne asla senden nefret ediyorum diyemeyeceğim için bu Durumdan nefret ediyorum
Gideceğim yerden geri dönüş yok
Gökyüzü karanlık,ruhum siyah,elimde kürek
Bıçakla kazıyorum,metalin üstüne adım atıyorum
Kan davamı ödeyeceğim,şeytana söyleyin

[Nakarat: Skylar Grey & Eminem]
Cenneti Terk ediyorum (Evet)
Cenneti Terk Ediyorum (Biliyorsun ki, cesedini çıkarana kadar kazmalıyım)
Melekler beni bulamayacak (Sadece yüzüne tüküreyim diye)
Nereye Gidiyorsun? (Elinde bebeklik fotoğrafıma bakıp gurur duyuyormuş gibi davranıyorsun)
Cenneti Terk ediyorum (Seni sikeyim, orospu)
Cenneti Terk ediyorum (Biliyor musun? hayatımda olsaydın)
Melekler beni bulamayacak (Yaşadığım şeylerin yarısını yaşamayacaktım bu yüzden seni suçluyorum)
Nereye Gidiyorsun? (Ya da sana teşekkürler demeliyim)
(Çünkü sen olsaydın ben kendim olmazdım haha)

[Çıkış: Skylar Grey & Eminem]
Bu yüzden en iyisi koş (Evet)
En iyisi, en iyisi koş (Neyse bırakıp gideceğim. Huzur içinde yat)
En iyisi, en iyisi koş (İbne, Haha)
En iyisi, en iyisi koş (Cehennemde görüşürüz)",Genius Türkçe Çeviri,Eminem Featuring Skylar Grey,2020,[61],1
99,Complicated,"[Verse 1]
Outside is cloudy, but I like that better (Better, better)
Behind the wheel, but still ain't on my way
Some people say they want to live forever
That's way too long, I'll just get through today

[Chorus]
Without any complications (Ooh, ooh, ooh, ooh)
Does it always gotta, does it always gotta
Gotta be so complicated? (Ooh, ooh, ooh, ooh)
Well, I'm way too young to be gettin' old

[Verse 2]
And all I wanna do is look, but I can't see, baby
Who you talkin' to while you talkin' to me, baby?
Let me, let me know if I can see you later
We could make it easy

[Verse 3]
Inside my head is getting pretty cluttered (Cluttered, cluttered)
I try, but can't clean up this mess I made
'Fore I start to think about the future
First, can I please get through a day?

[Chorus]
Without any complications (Ooh, ooh, ooh, ooh)
Does it always gotta, does it always gotta
Gotta be so complicated? (Ooh, ooh, ooh, ooh)
Well, I'm way too young to be gettin' old

[Outro]
Some people say they want to live forever
Without any complications (Ooh, ooh, ooh, ooh)
Does it always gotta, does it always gotta
Gotta be so complicated? (Ooh, ooh, ooh, ooh)
Well, I'm way too young to be gettin' old",Mac Miller,Mac Miller,2020,[63],1
100,Hand Me Downs,"[Verse 1: Mac Miller]
I'm thinkin' maybe I should thank you
Oh baby I should buy you another round
'Cause you care, and I swear that I'm here, but I'm there
It's getting harder to hunt me down
Get away to a place where the lakes such a great view
Leave the bank, couple hunnid thou'
I made it, but I hate once I build it I break it down
Might just break me down

[Pre-Chorus: Mac Miller]
And all I ever needed was somebody with some reason who can keep me sane
Ever since I can remember I've been keeping it together but I'm feeling strange
Get away when it ain't really safe and it don't seem right
But what's new? You get used to the bullshit, the screws they go missing
It's likely they might be but...

[Chorus: Baro Sura]
You remind me
Shit, I need to stay in line
You damn well are a great design
You, despite being an only child
Say you need more of a family 'round
Let's turn these genes into hand me downs
Down, down, down, down, down
Down, down, down, down, down

[Verse 2: Mac Miller]
Yeah, well I'm just being honest my conscience ain't doin' bad
Because I try to minus the problems that I attract
And half the time the wheels that's in the back of my mind
Just keep on turning 'til the tires flat and burn until the fire crack
I do not lie though, facts may seem a little farfetched
That's only 'cause I may be make believe and full of darkness
When I'm stuck between a rock and a hard place
Walk and drop in change inside your empty guitar case
That's charity um, I move carelessly that's why I'm always tripping
I guess that's like electrolytes you help me go the distance
Not too efficient but the way it's always been
Until the day we have to meet again

[Pre-Chorus: Mac Miller]
Get away when it ain't really safe and it don't seem right
But what's new? You get used to the bullshit, the screws they go missing
It's likely they might be but...

[Chorus: Baro Sura]
You remind me
Shit, I need to stay in line
You damn well are a great design
You, despite being an only child
Say you need more of a family 'round
Let's turn these genes into hand me downs
Down, down, down, down, down
Down, down, down, down, down",Mac Miller,Mac Miller,2020,[64],1
101,Premonition (Intro),"[Intro: Eminem]
Yeah
So I guess this is what it is, huh?
Think it's obvious
We ain't never gonna see eye to eye
But it's funny
As much as I hate you
I need you
This is music to be murdered by

[Chorus: Nikki Grier]
Got a premonition
I feel the end is near
The beauty starts to fade
The joy has turned to pain
I hear the symphony playin'
Ten thousand violins
Souls floating away like feathers in the wind

[Verse: Eminem]
They said my last album I sounded bitter
No, I sound like a spitter
Who ninety percent of
These hypocrites are tryna get rid of
But why would I get a chip on my shoulder?
I was considered, one time, as the illest
Bitch, I'm still as fly as your zipper
True, I just get richer
But if it was ever all about skrilla
Then I woulda quit a long motherfucking time ago
Bitch, shut the fuck up
I should go say that shit to Tech N9ne or to Jigga
Nobody said shit about 2 Chainz as long as he's been here, shit
No wonder you're mad, now I'm
Looking at them plaques, count 'em (Yeah)
I'm LL Cool J, Bigger and Deffer, that's how come (Uh)
I sell like four mil' when I put out a bad album (What?)
Revival flopped, came back and I scared the crap out 'em
But Rolling Stone stars, I get two and a half outta
Five, and I'll laugh out loud
'Cause that's what they gave BAD back in the day
Which actually made me not feel as bad now, 'cause
If it happened to James
It can happen to Shady
They do the same shit to Brady
More people hate me than love me
This game will make you go crazy
'Bout to go for B-R-O-K-E
I was the G, the O-A-T
Once I was played in rotation
At every radio station
They said I'm lyrically amazing
But I have nothing to say
But then when I put out Revival and I had something to say
They said that they hated the awake me
I lose the rage, I'm too tame
I get it back, they say I'm too angry
I need to get me some Dre beats
No, I should hook up with Tay Keith
Fans keep on pulling me one way
Haters pull me in another
Got more hooks in me than Swae Lee
'Bout to pick up some weights and lift 'til my tattoo of Hailie's face stretches
They said I'm just a whiner, I sound like a baby
I dish it out but can't take it
But I take it, dish it back out
And they get all bent out of shape
This shit's almost comical
Wait, and I meant no disrespect
I wasn't dissin' Tech, that was not a shot at 2 Chainz or to Jay-Z
They probably feel the same way because lately
Instead of us being credited for longevity
And being able to keep it up for this long at this level, we
Get told we'll never be what we were
Bitch, if I was as half as good as I was
I'm still twice as good as you'll ever be
Only way that you're ahead of me's alphabetically
'Cause if you diss me I'm coming after you like the letter V
Killing everything, play this tune, it's your eulogy
It's your funeral, prepare to die
This is music for you to be murdered by",Eminem,Eminem,2020,[67],1
102,I Can See,"[Verse 1]
I'm so close I can taste it
The man on the moon keep playing
Practical jokes, planting the mirrors and smoke
That I fade away in
You be complaining
And I can't explain it
I guess, nothin' compare to the feeling
The feeling amazing
Now I'm switchin' location
'Cause Heaven too far when you live in the basement
I'm lookin' for balance, I'm in an oasis
Well, I need somebody to save me, hmm
Before I drive myself crazy

[Chorus]
And now I know if life is but a dream then so are we
Show me something, show me something, show me something
And now I know if life is but a dream then so are we
Show me something, show me something, something I can see

[Verse 2]
Yeah, don't tell me to stop
Let me keep goin' until I cannot
Life is a fantasy until you wake up in shock
Hittin' the ground, I'm hittin' the ground, I fell from the top
You never expect to drop, so hold on, but
That just the way it goes, your God don't wait for no one
And when that's all you know, it keep you on your toes
You got so far to go, but look at where you came from

[Chorus]
And now I know if life is but a dream then so are we
Show me something, show me something, show me something
And now I know if life is but a dream then so are we
Show me something, show me something, something I can see",Mac Miller,Mac Miller,2020,[68],1
103,In Too Deep,"[Verse 1]
""This could never work,"" is what we said at first
But whatever this is, it's working
But we're in two different worlds and (Yeah)
I'm not your husband (Nah), you ain't my girlfriend
All I know is that (What?)
When I'm with you, I'm a different person, yeah
And I ain't never met a chick as perfect
Girl, you're a ten, so here I am (Yeah)
Laying here with her again
Thinking 'bout you
She's asleep, you're texting me around two
Crying face emoji, you say, ""This is me without you""
We're sneaking out to meet at cheap hotel rooms or
Sex in the car, then I'll text you tomorrow
Do I question it? Nah, no objection at all
'Cause both of us are still involved, so
As I'm peelin' off, all I'm thinking 'bout is

[Chorus]
I'm not happy here (Nah), with her
Rather have you (Yeah), rather have me too
'Cause you're not happy there (You're not happy there), with him
Rather have me (I know, but), we’re just in too deep

[Verse 2]
You're laying there with him, thinking 'bout me
He's asleep, you say, ""Let's meet around three""
You went to leave the house, he caught you sneaking out, now he's freaking out
You thought he was sleepin' soundly, woah
You say you're going for a drive, you don't question him
When he stumbles in, like, ""Where the fuck you've been?""
Then you pump his ear with what he wants to hear
Tell him you love him, yeah, wipe each other's tears
But it's been a couple years since we been doin' dirt
You or my girl, don't wanna see either of you get hurt
But now the lines are getting super blurred
Can't tell if I'm cheating on her with you or cheating on you with her
But really, nobody's at fault, can't help who you love
Hope they don't overhear us talk
'Cause we both are getting sloppy
Probably subconsciously part of me's hoping we get caught 'cause

[Chorus]
I'm not happy here (Nah), with her
Rather have you (Yeah), rather have me too
'Cause you're not happy there (You're not happy there), with him
Rather have me (I know, but), we’re just in too deep

[Verse 3]
We're laying here with them, thinking 'bout us
'Cause now when we get home, we get jealous
Of each other being someone else's
Call us Long John Silver's 'cause we selfish
But I just wanna see ya
Don't care if it's at the Ritz or Motel 6
If I'm there with ya, rich or poor
When I'm laying here with ya, it could be the kitchen floor
I could stay in bed with ya starin' at ya 'til the morn'
I just wanna be your secret lover, yeah
I'd rather share ya than to not have you at all
So once a year or twice a month I'm here if you want it
Yeah, I'm open season
And I'm always game, so I keep it a hundred, dear, haha
'Cause we could never be each other's everythings, you got a wedding ring
So it's him instead of me, but I'll be your second string, now and forever because

[Chorus]
I'm not happy here (Nah), with her
Rather have you (Yeah), rather have me too
'Cause you're not happy there (You're not happy there), with him
Rather have me (I know, but), we’re just in too deep (I'm in way too deep)",Eminem,Eminem,2020,[71],1
104,Woods,"[Intro]
Yeah, yeah, yeah, yeah, yeah, yeah

[Verse 1]
Yeah, things like this ain't built to last
I might just fade like those before me
When will you forget my past?
Got questions, ask, you know the stories
And you need to let me know
When you're leaving, where you go
Can I come?
Do you believe me, are you close?
Yeah, even if you don't
That'll get you sprung

[Chorus]
Do I, do I, do I love?
Can I, can I, can I get enough?

[Verse 2]
Yeah, don't run away, love
Hate love, heartbreak will have you bankrupt
Too many days in a daze, better wake up
I put your face in a place where the space was
Nobody makes you feel like you but (Do I?)
And you don't know what you should do
You just lookin' for someone to make you move, ooh, tell me (Do I?)
I make this planet feel like home
It's us versus time, the door is closing
So far beyond all our control
You saved a soul so close to broken
It's so much better when you wait
Forever and a day, that's all I got
Put it together then it break
All the energy it take, it never stop

[Chorus]
Do I, do I, do I love?
Can I, can I, can I get enough?

[Bridge]
Yeah, I never slip, I never fall
I tried to tell you 'bout a better life
And get involved big or small
It's been my fault, I keep it safe, it's in the vault
Blindfolded, keep it going 'til we hit a wall, yeah
I'm never going through the motions
I'm just tryna lay your body down slowly
We can only go up
We can only go up

[Chorus]
Do I, do I, do I love?
Can I, can I, can I get enough?",Mac Miller,Mac Miller,2020,[75],1
105,Everybody,"[Intro]
Everybody's gotta live
And everybody's gonna die
Everybody just wanna have a good, good time
I think you know the reason why
Oh, oh, oh, oh
Oh, oh, oh, oh

[Verse 1]
Everybody's gotta live
And everybody's gonna die
Everybody's gotta live
I think you know the reason why
Yeah, sometimes the going gets so good, yeah
But then again it get pretty rough, yeah
But when I have you in my arms, baby
You know I just can't, I just can't get enough

[Chorus]
Everybody's gotta live
And everybody's gonna die
Everybody’s gonna try to have a good, good time
I think you know the reason why

[Verse 2]
Saw a blind man standin' on the corner, baby, yeah
And he couldn't hardly tie his shoes, yeah
Harmonica and guitar strapped around his neck
But he sure could, he sure could play the blues

[Chorus]
Everybody's gotta live
And everybody's gonna die
Everybody's gonna try to have a good, good time
I think you know the reason why, yeah

[Verse 3]
Feel like I've seen a million sunsets, yeah
If you're with me I'll never go away
That's when I stopped and I took a look at my baby
She said, ""If you're with me, I won't go away""

[Chorus]
Because everybody's gotta live
And everybody's gonna die
Everybody's gonna try to have a good, good time
I think you know the reason why",Mac Miller,Mac Miller,2020,[80],1
106,Marsh,"[Intro]
My name is Marsh and this world, I'm out of it (Out of it)
'Cause with all this A-B-C shit, I'm starting to sound like ALF a bit
Ha, I kill me, this medicine's counterfeit
I was mislead by the sound of it, how am I gonna get turnt up on this Valium shit? (Yeah)

[Verse 1]
Checked in at the Royal Garden
To chill and avoid my problems
Until paranoia caused me
To feel like I'm going bonkers
For real, think my toilet's talkin'
I spilled like, like forty bottles
Of pills, think your boy is startin'
To feel like a spoiled carton of milk
'Cause it just occurred
My girl's cheatin', I'm kickin' that fucking bitch to the curb
But the word ""fucking"" ain't meant to be a descriptive word
The type of bitch she is, ain't no adjective, it's a verb
Ho thinks her snatch is magical
But that's how she attracts men, though
Traps 'em and attack similar to an actual arachnid
Or a vaginal tarantula or black widow
In fact, it'll be nothin' to throw that lil' bitch with a capital B out the back window
Of the black Cadillac limo like a whack demo
When I'm strapped, when I spit rapid, like a ratchet
A halfwit, I'll aim at, then I'll
Been fire bitch, I can outrap Reynolds
A pad and pen'll be great, but a napkin'll do
Return of the whack sicko
Head spinnin' like Invisibl Skratch Piklz
Yeah, Shady's back, see the bat signal
It's time to go bat shit, like you accidentally ate a Louisville slugger and crapped it
I'd like to introduce myself
Hi there, bitch...

[Chorus]
My name is Marsh and, I'm out this world (This world)
S on my chest (Superman) like it's plural (It's lit)
Call me extra, extraterrestrial
Extra, extra, extraterrestrial (Skrrt, yeah)

[Verse 2]
I could keep beefin', fuck is the point?
I could make it really difficult for motherfuckers to come to Detroit
If you're still looking for smoke, I already gave you an L
I'd rather just see you in Hell, but I should get Puff on the joint (Diddy)
Wait, run it back, I said give you an L, inhale
Puff on the joint, I am the blunt you avoid
Used to get jumped for my ProWings
When I was growing up they said a Slinky's a wonderful toy
My mother thought I was such a fun little boy
""Oh, what a bundle of joy""
Until the morning she suffered a punch in the groin
From a tantrum I was throwing
Like a motherfuckin' disgruntled employee
I don't cut the beat 'til I fuckin' destroy it
Once I get going, rain, thunder, it's storming
Puddles are forming, I hear somebody's voice
In my head, say it's still a dream
Then he said kill emcees
Trippie Redd, with pills and lean
Sipping meds in the limousine
Getting head, guillotine

[Chorus]
My name’s Marsh and, I'm out this world (This world)
S on my chest (Superman) like it's plural (It's lit)
Call me extra, extraterrestrial (Yeah)
Extra, extra, extraterrestrial

[Verse 3]
Yeah
So all of y'all can just suck a penis (Suck a penis)
I'll do the opposite (I'll do the opposite)
Eat you pussies like cunnilingus (Like cunnilingus)
There ain't no stoppin' it (There ain't no stoppin' it)
They say I'm such a genius (They say I'm such a genius)
When that Kamikaze hit (When that Kamikaze hit)
Now they call me ""butterfingers"" (They call me ""butterfingers"")
'Cause I just keep droppin' shit (I just keep droppin' shit)
You wanna butt heads? Shut up, Beavis, haha
I got your bitch with her butt out
I'm hittin' a lick 'cause she stickin' her tongue out (Bitch)
You got no hitters, you might be pitchin' a shut out
She 'bout to give up the dugout (Yeah)
I should just live in a nuthouse
Right now, I live in an igloo (Yeah)
And I'm not chillin' the fuck out
Treat you like a stepparent, does to a stepchild with red hair and
Plus I get dough like Ed Sheeran, so call me the ginger bread man
I'm a stan of Redman, X-Clan and I'm a Treach fan
But I look up to myself (Yeah)
Like a fucking headstand (Yeah)
So why, w-w-why else would I call myself an alien?
How could I hit a dry spell? (Yeah), I'm named after the wetlands

[Chorus]
I'm Marsh and, I'm out this world (This world)
S on my chest (Superman) like it's plural (It's lit)
Call me extra, extraterrestrial (Yeah)
My name is Marsh and, my name is, my name is
My name is Marsh",Eminem,Eminem,2020,[83],1
107,No Regrets,"[Intro: Eminem & Don Toliver]
(Oh, oh, ouais) Ouais
Tu sais, si j'avais une chance de tout recommencer (Oh, oh)
Je ne changerais rien (Oh, oh)
D.A. a trouvé cette drogue
Je crie sans regret

[Refrain: Don Toliver]
Tu as traversé le plus dur, l'ego a été le plus gros, je t'ai fait une star (je crie n'avoir aucun regret)
J'ai avancé lentement, j'ai essayé de faire profil bas, les Vette ressemblent à une tempête (crier sans regrets)
Je t'ai fait subir des trucs stupides, tu crois que je fais de la merde (je n'ai pas de regrets)
Je me sens si seule, comme si j'étais perdue, comme si-

[Couplet 1: Eminem & Don Toliver]
Ouais, l'ancien moi leur manque
Je pense qu'ils veulent que je fasse une overdose de codéine
Ils veulent que ma vie soit bouleversée comme en 2003
Ils veulent des sièges au premier rang, je leur donne des saignements de nez
Ils veulent que j'implose, que j'explose, que je me déteste, que je m'érode
Je leur crie dessus sans regrets et j'accuse
J'arrache mes vêtements
J'ai dû aller voir le doc comme Kool Moe Dee (Ouais)
Jamais fallu grand-chose pour convaincre Dre
Jamais été influencé par la couleur ou les teintes de la peau
Depuis le premier jour, Hellraiser avec les deux lames d'un sensei
Abandonner, no comprende (Woo)
Cerveau en conserve, probablement baisé dans la membrane
L'esprit de Slim Sha est dans un trou, mais il est fou
Jeu de stylo comme si je venais de frapper dans le dixième bloc ( Criant sans regrets)
Ouais, je vis sur le bord, je m'assois sur le rebord
Pour vous chier sur la tête, j'ai été sur le banc
Pardonner et oublier est la seule chose que je pourrais regretter
L'enfer a voulu se venger, tu m'as laissé pour mort
J'ai rampé hors de ma tombe, tu ferais mieux d'être prêt et de te préparer
Mes ennemis ne m'ont pas encore mis à terre (je crie n'avoir aucun regret)

[Refrain: Don Toliver & Eminem]
Tu as traversé le plus dur, l'ego a été le plus gros, je t'ai fait une star (je crie n'avoir aucun regret)
J'ai avancé lentement, j'ai essayé de faire profil bas, les Vette ressemblent à une tempête (crier sans regrets, ouais, pas d'excuses, je ne reprends pas la merde)
Je t'ai fait subir des trucs stupides, tu crois que je fais de la merde (je n'ai pas de regrets)
Je me sens si seule, comme si j'étais (ouais) perdue

[Couplet 2: Eminem]
Toute la haine, je ne peux pas dire exactement d'où elle vient
Mais ça recommence, hein ?
Vous étiez tous dans mon coin
Maintenant tu viens de me soutenir dans un
Des témoins innocents, je vais forcément frapper
Pour certains adversaires, je porte de gros calibre
Donc certaines cibles auront le tir mortel
Certains, je les ai à peine touchés
Je peux faire une erreur et exploser et finir par chier
Ou dire des conneries, penser que je dirige de la merde
J'ai perdu ma colère pour faire subir à Earl et Tyler, le Créateur, le plus gros du travail (Ouais)
Je n'aurais jamais dû faire une réponse, j'aurais dû viser les faux
Ce sont des traîtres, car les serpents ne sont que des connards
Ils peuvent se faire baiser avec huit cents putains de vibomasseur à la fois (Ouais)
Et pour tous ceux qui ont frôlé la mort
Et je ne peux pas écouter ""Arose"" sans pleurer
Pour ceux qui se sentent bas comme si vous étiez en pleine crise d'angoisse
Mais c'est seulement pour ceux que j'inspire
Arme jamais dégainée sans tirer
Ma volonté je l'impose, les ennemis vont se sentir comme dans les affres d'un lion de montagne
Ils parlent de mes filles qui espèrent que je m'envoie des shot (Shot)
Parce que ma première pensée est de piétiner et d'écrire mille punchlines
Mais parfois, c'est comme si on laissait tomber une enclume sur un château de cartes
Ou Godzilla écrasant un croûton avec des bottes de combat
Ou larguer une putain de bombe nucléaire sur une fourmilière
(Je crie n'avoir aucun regrets) Je ne peux pas le faire, nan

[Refrain: Don Toliver & Eminem]
Tu as traversé le plus dur, l'ego a été le plus gros, je t'ai fait une star (je crie n'avoir aucun regret, a tout pris)
J'ai avancé lentement, j'ai essayé de faire profil bas, les Vette ressemblent à une tempête (crier sans regrets, ouais, pas de regrets, mais pas de drapeau blanc non plus)
Je t'ai fait subir des trucs stupides, tu crois que je fais de la merde (je n'ai pas de regrets, ouais)
Je me sens si seule, comme si j'étais perdue, comme si-",Genius Traductions Françaises,Eminem Featuring Don Toliver,2020,[84],1
108,Lock It Up,"[Intro: Anderson .Paak]
Yeah, like that
Okay, yeah

[Verse 1: Anderson .Paak & Eminem]
Say, bro, (Yeah) where you get them from?
Detroit? (Yeah) That machine gun, spray boy
And it's gon' hit some
New coupe? (Ooh) Been whippin' 'em
New boobs? (Yeah) Where you get them done?
Payroll (Nice), might put you on a table
And spread you out like some Yayo (I'm naughty, yah)
No, bitch (Oh), you don't know shit (No)
You just want all my money, ah
I was hopeless (Oh), now I'm focused (No)
Where the fuck is the party at?
Now hold this (Oh), oh shit (Oh)
That's it (Yeah), so sick (Oh)
No shit (Oh)
Damn, I'm (Yeah) getting too fuckin' old for this (Yeah)

[Verse 2: Eminem]
But still as explosive with, just load the clip
Two pistols on hip, both are gripped
I hold them at shoulder width
Took a stab in the dark and broke the tip
Of my knife off, but your throat is slit
'Cause I'm cutthroat to the utmost with it
The ultimate
I just let the poker chips fall where they were supposed to fit
Now those days are over, scrapin' change in sofas
Tryna save at Kroger (Yeah)
So why would I give a fuck about backstabbin' Trader Joe for?
How 'bout that, I'm paid as Oprah
Think I may have broke the scale
'Cause the wait is over
But wait, wait, hold up, 'cause they say I almost

[Chorus: Anderson .Paak]
I almost lost it
I had to reach back, back, and lock it, yeah (Lock it, lock it)
You almost got me (Stop it, stop it)
I had to reach back, back, and lock it, yeah (Lock it, lock it)
You almost (Stop it), you almost (Stop it), you almost (Stop it), but I got it (I got it)
You almost (Stop it), you almost (Stop it), you almost (Stop it), I got it (I got it)

[Verse 3: Eminem]
So sit there and act pathetic and sulk
'Cause I'm getting green, Incredible Hulk
'Cause I usually get it in bulk
But I still will stomp your head to a pulp (Yeah)
You want smoke, I got the tical like Method Man
So get ready to die from second hand
Get a whiff of the doctor's medicine
Like sedatives you'll get popped, Excedrin
'Cause you can get it like over the counter (Yo)
Like I just left the damn concession stand (Yeah)
A mic in my hand's a weapon (What?)
I put that on everything like ranch, I'll never land
I'm too fly, I don't plan to ever Cinderella Man
What I am is better than
Every single one of you
Whether separate or all of you band together
And I put the game on the pill (Yeah)
Now my Shady babies are all stillborns
Meaning abortions that live 'cause they were still born
I can heal 'em with Neosporin
You 'bout to experience euphoria
(I'm a) true warrior, got the plug like Trugoy
Give me the cue like I'm ScHoolboy
And I'll treat the beat like a pitbull would do to a chew toy and destroy it, 'cause, boy, I

[Chorus: Anderson .Paak]
I almost lost it
I had to reach back, back, and lock it, yeah (Lock it, lock it)
You almost got me (Stop it, stop it)
I had to reach back, back, and lock it, yeah (Lock it, lock it)
You almost (Stop it), you almost (Stop it), you almost (Stop it), but I got it (I got it)
You almost (Stop it), you almost (Stop it), you almost (Stop it), I got it (I got it)",Eminem,Eminem Featuring Anderson .Paak,2020,[89],1
109,Surf,"[Intro]
Yeah, yeah
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Hey, hey
Said

[Verse 1]
Where are you goin'? Can I come too?
The whole world is open, a playground for me and you
And we could be fine, shit, who the hell knows?
It's your eyes and your ears and your mouth and your nose
Head and your shoulders, your knees and your toes
I dream of this moment
Will it come true?
The whole world, they know it
They just waitin' for me and you
And she, just like I
Got her head in the clouds
Don't need to be lower
Before it's all over, I promise we'll figure it out
I ain't comin' down
Why would I need to?
So much of this world is above us, baby
They might tell you that I went crazy
I'm just tryna read you
Ooh, ooh, oohh
Ooh-ooh-oohh

[Chorus]
I know we try
And the days, they go by
Until we get old
There's water in the flowers, let's grow
People, they lie
But hey, so do I
Until it gets old
There's water in the flowers, let's grow

[Post-Chorus]
Let it go, let it be
We're all we need today
Let it go, let it be
Mmm, mmm, mmm, mmm

[Verse 2]
Yeah, well
Sometimes I get lonely
Not when I'm alone
But it's more when I'm standin' in crowds
That I'm feelin' the most on my own
And I know that somebody knows me
I know somewhere there's home
I'm startin' to see that all I have to do is get up and go

[Bridge]
Goin', goin', goin' before I'm gone
Gotta get goin', goin', goin' before I'm gone

[Chorus]
Ayy, and I know we try
Days, they go by
Until we get old
There's water in the flowers, let's grow
People, they lie
But hey, so do I
Until it gets old
There's water in the flowers, let's grow

[Instrumental Outro]",Mac Miller,Mac Miller,2020,[91],1
