,title,lyrics,artistsFromLyrics,artists,date,rank,cnt

    Meanwhile Mme. Bontemps, who had been heard a hundred times to declare that nothing would induce her to go to the Verdurins’, delighted at being asked to the famous Wednesdays, was planning in her own mind how she could manage to attend as many of them as possible. She was not’ aware that Mme. Verdurin liked people not to miss a single one; also she was one of those people whose company is but little sought, who, when a hostess invites them to a series of parties, do not accept and go to them without more ado, like those who know that it is always a pleasure to see them, whenever they have a moment to spare and feel inclined to go out; people of her type deny themselves it may be the first evening and the third, imagining that their absence will be noticed, and save themselves up for the second and fourth, unless it should happen that, having heard from a trustworthy source that the third is to be a particularly brilliant party, they reverse the original order, assuring their hostess that “most unfortunately, we had another engagement last week.” So Mme. Bontemps was calculating how many Wednesdays there could still be left before Easter, and by what means she might manage to secure one extra, and yet not appear to be thrusting herself upon her hostess. She relied upon Mme. Cottard, whom she would have with her in the carriage going home, to give her a few hints. “Oh, Mme. Bontemps, I see you getting up to go; it is very bad of you to give the signal for flight like that! You owe me some compensation for not turning up last Thursday. . . . Come, sit down again, just for a minute. You can’t possibly be going anywhere else before dinner. Really, you won’t let yourself be tempted?” went on Mme. Swann, and, as she held out a plate of cakes, “You know, they’re not at all bad, these little horrors. They don’t look nice, but just taste one, I know you’ll like it.” “On the contrary, they look quite delicious,” broke in Mme. Cottard. “In your house, Odette, one is never short of victuals. I have no need to ask to see the trade-mark; I know you get everything from Rebattet. I must say that I am more eclectic. For sweet biscuits and everything of that sort I repair, as often as not, to Bourbonneux. But I agree that they simply don’t know what an ice means. Rebattet for everything iced, and syrups and sorbets; they’re past masters. As my husband would say, they’re the ne plus ultra.” “Oh, but we just make these in the house. You won’t, really?” “I shan’t be able to eat a scrap of dinner,” pleaded Mme. Bontemps, “but I will just sit down again for a moment; you know, I adore talking to a clever woman like you.” “You will think me highly indiscreet, Odette, but I should so like to know what you thought of the hat Mme. Trombert had on. I know, of course, that big hats are the fashion just now. All the same, wasn’t it just the least little bit exaggerated? And compared to the hat she came to see me in the other day, the one she had on just now was microscopic!” “Oh no, I am not at all clever,” said Odette, thinking that this sounded well. “I am a perfect simpleton, I believe everything people say, and worry myself to death over the least thing.” And she insinuated that she had, just at first, suffered terribly from the thought of having married a man like Swann, who had a separate life of his own and was unfaithful to her. Meanwhile the Prince d’Agrigente, having caught the words “I am not at all clever,” thought it incumbent on him to protest; unfortunately he had not the knack of repartee. “Tut, tut, tut, tut!” cried Mme. Bontemps, “Not clever; you!” “That’s just what I was saying to myself —‘What do I hear?’,” the Prince clutched at this straw, “My ears must have played me false!” “No, I assure you,” went on Odette, “I am really just an ordinary woman, very easily shocked, full of prejudices, living in my own little groove and dreadfully ignorant.” And then, in case he had any news of the Baron de Charlus, “Have you seen our dear Baronet?” she asked him. “You, ignorant!” cried Mme. Bontemps. “Then I wonder what you’d say of the official world, all those wives of Excellencies who can talk of nothing but their frocks. . . . Listen to this, my friend; not more than a week ago I happened to mention Lohengrin to the Education Minister’s wife. She stared at me, and said ‘Lohengrin? Oh, yes, the new review at the Folies-Bergères. I hear it’s a perfect scream!’ What do you say to that, eh? You can’t help yourself; when people say things like that it makes your blood boil. I could have struck her. Because I have a bit of a temper of my own. What do you say, sir;” she turned to me, “was I not right?” “Listen,” said Mme. Cottard, “people can’t help answering a little off the mark when they’re asked a thing like that point blank, without any warning. I know something about it, because Mme. Verdurin also has a habit of putting a pistol to your head.” “Speaking of Mme. Verdurin,” Mme. Bontemps asked Mme. Cottard, “do you know who will be there on Wednesday? Oh, I’ve just remembered that we’ve accepted an invitation for next Wednesday. You wouldn’t care to dine with us on Wednesday week? We could go on together to Mme. Verdurin’s. I should never dare to go there by myself; I don’t know why it is, that great lady always terrifies me.” “I’ll tell you what it is,” replied Mme. Cottard, “what frightens you about Mme. Verdurin is her organ. But you see everyone can’t have such a charming organ as Mme. Swann. Once you’ve found your tongue, as the ‘Mistress’ says, the ice will soon be broken. For she’s a very easy person, really, to get on with. But I can quite understand what you feel; it’s never pleasant to find oneself for the first time in a strange country.” “Won’t you dine with us, too?” said Mme. Bontemps to Mme. Swann. “After dinner we could all go to the Verdurins’ together, ‘do a Verdurin’; and even if it means that the ‘Mistress’ will stare me out of countenance and never ask me to the house again, once we are there we’ll just sit by ourselves and have a quiet talk, I’m sure that’s what I should like best.” But this assertion can hardly have been quite truthful, for Mme. Bontemps went on to ask: “Who do you think will be there on Wednesday week? What will they be doing? There won’t be too big a crowd, I hope!” “I certainly shan’t be there,” said Odette. “We shall just look in for a minute on the last Wednesday of all. If you don’t mind waiting till then ——” But Mme. Bontemps did not appear to be tempted by the proposal

    Granted that the intellectual distinction of a house and its smartness are generally in inverse rather than direct ratio, one must suppose, since Swann found Mme. Bontemps attractive, that any forfeiture of position once accepted has the consequence of making us less particular with regard to the people among whom we have resigned ourselves to finding entertainment, less particular with regard to their intelligence as to everything else about them. And if this be true, men, like nations, must see their culture and even their language disappear with their independence. One of the effects of this indulgence is to aggravate the tendency which after a certain age we have towards finding pleasure in speeches that are a homage to our own turn of mind, to our weaknesses, an encouragement to us to yield to them; that is the age at which a great artist prefers to the company of original minds that of pupils who have nothing in common with him save the letter of his doctrine, who listen to him and offer incense; at which a man or woman of mark, who is living entirely for love, will find that the most intelligent person in a gathering is one perhaps of no distinction, but one who has shewn by some utterance that he can understand and approve what is meant by an existence devoted to gallantry, and has thus pleasantly excited the voluptuous instincts of the lover or mistress; it was the age, too, at which Swann, in so far as he had become the husband of Odette, enjoyed hearing Mme. Bontemps say how silly it was to have nobody in one’s house but duchesses (concluding from that, quite the contrary of what he would have decided in the old days at the Verdurins’, that she was a good creature, extremely sensible and not at all a snob) and telling her stories which made her ‘die laughing’ because she had not heard them before, although she always ‘saw the point’ at once, liked flattering her for his own amusement. “Then the Doctor is not mad about flowers, like you?” Mme. Swann asked Mme. Cottard. “Oh, well, you know, my husband is a sage; be practises moderation in all things. Yet, I must admit, he has a passion.” Her eye aflame with malice, joy, curiosity, “And what is that, pray?” inquired Mme. Bontemps. Quite simply Mme. Cottard answered her, “Reading.” “Oh, that’s a very restful passion in a husband!” cried Mme. Bontemps suppressing an impish laugh. “When the Doctor gets a book in his hands, you know!” “Well, that needn’t alarm you much . . . ” “But it does, for his eyesight. I must go now and look after him, Odette, and I shall come back on the very first opportunity and knock at your door. Talking of eyesight, have you heard that the new house Mme. Verdurin has just bought is to be lighted by electricity? I didn’t get that from my own little secret service, you know, but from quite a different source; it was the electrician himself, Mildé, who told me. You see, I quote my authorities! Even the bedrooms, he says, are to have electric lamps with shades which will filter the light. It is evidently a charming luxury, for those who can afford it. But it seems that our contemporaries must absolutely have the newest thing if it’s the only one of its kind in the world. Just fancy, the sister-in-law of a friend of mine has had the telephone installed in her house! She can order things from her tradesmen without having to go out of doors! I confess that I’ve made the most bare-faced stratagems to get permission to go there one day, just to speak into the instrument. It’s very tempting, but more in a friend’s house than at home. I don’t think I should like to have the telephone in my establishment. Once the first excitement is over, it must be a perfect racket going on all the time. Now, Odette, I must be off; you’re not to keep Mme. Bontemps any longer, she’s looking after me. I must absolutely tear myself away; you’re making me behave in a nice way, I shall be getting home after my husband!”

    And for myself also it was time to return home, before I had tasted those wintry delights of which the chrysanthemums had seemed to me to be the brilliant envelope. These pleasures had not appeared, and yet Mme. Swann did not look as though she expected anything more. She allowed the servants to carry away the tea-things, as who should say “Time, please, gentlemen!” And at last she did say to me: “Really, must you go? Very well; good-bye!” I felt that I might have stayed there without encountering those unknown pleasures, and that my unhappiness was not the cause of my having to forego them. Were they to be found, then, situated not upon that beaten track of hours which leads one always to the moment of departure, but rather upon some cross-road unknown to me along which I ought to have digressed? At least, the object of my visit had been attained; Gilberte would know that I had come to see her parents when she was not at home, and that I had, as Mme. Cottard had incessantly assured me, “made a complete conquest, first shot, of Mme. Verdurin,” whom, she added, she had never seen ‘make so much’ of anyone. (“You and she must have hooked atoms.”) She would know that I had spoken of her as was fitting, with affection, but that I had not that incapacity for living without our seeing one another which I believed to be at the root of the boredom that she had shewn at our last meetings. I had told Mme. Swann that I should not be able to see Gilberte again. I had said this as though I had finally decided not to see her any more. And the letter which I was going to send Gilberte would be framed on those lines. Only to myself, to fortify my courage, I proposed no more than a supreme and concentrated effort, lasting a few days only. I said to myself: “This is the last time that I shall refuse to meet her; I shall accept the next invitation.” To make our separation less difficult to realise, I did not picture it to myself as final. But I knew very well that it would be

    The first of January was exceptionally painful to me that winter. So, no doubt, is everything that marks a date and an anniversary when we are unhappy. But if our unhappiness is due to the loss of some dear friend, our suffering consists merely in an unusually vivid comparison of the present with the past. There was added to this, in my case, the unexpressed hope that Gilberte, having intended to leave me to take the first steps towards a reconciliation, and discovering that I had not taken them, had been waiting only for the excuse of New Year’s Day to write to me, saying: “What is the matter? I am madly in love with you; come, and let us explain things properly; I cannot live without seeing you.” As the last days of the old year went by, such a letter began to seem probable. It was, perhaps, nothing of the sort, but to make us believe that such a thing is probable the desire, the need that we have for it suffices. The soldier is convinced that a certain interval of time, capable of being indefinitely prolonged, will be allowed him before the bullet finds him, the thief before he is taken, men in general before they have to die. That is the amulet which preserves people — and sometimes peoples — not from danger but from the fear of danger, in reality from the belief in danger, which in certain cases allows them to brave it without their actually needing to be brave. It is confidence of this sort, and with as little foundation, that sustains the lover who is counting upon a reconciliation, upon a letter. For me to cease to expect a letter it would have sufficed that I should have ceased to wish for one. However unimportant one may know that one is in the eyes of her whom one still loves, one attributes to her a series of thoughts (though their sum-total be indifference) the intention to express those thoughts, a complication of her inner life in which one is the constant object possibly of her antipathy but certainly of her attention. But to imagine what was going on in Gilberte’s mind I should have required simply the power to anticipate on that New Year’s Day what I should feel on the first day of any of the years to come, when the attention or the silence or the affection or the coldness of Gilberte would pass almost unnoticed by me and I should not dream, should not even be able to dream of seeking a solution of problems which would have ceased to perplex me. When we are in love, our love is too big a thing for us to be able altogether to contain it within us. It radiates towards the beloved object, finds in her a surface which arrests it, forcing it to return to its starting-point, and it is this shock of the repercussion of our own affection which we call the other’s regard for ourselves, and which pleases us more then than on its outward journey because we do not recognise it as having originated in ourselves. New Year’s Day rang out all its hours without there coming to me that letter from Gilberte. And as I received a few others containing greetings tardy or retarded by the overburdening of the mails at that season, on the third and fourth of January I hoped still, but my hope grew hourly more faint. Upon the days that followed I gazed through a mist of tears. This undoubtedly meant that, having been less sincere than I thought in my renunciation of Gilberte, I had kept the hope of a letter from her for the New Year. And seeing that hope exhausted before I had had time to shelter myself behind another, I suffered as would an invalid who had emptied his phial of morphia without having another within his reach. But perhaps also in my case — and these two explanations are not mutually exclusive, for a single feeling is often made up of contrary elements — the hope that I entertained of ultimately receiving a letter had brought to my mind’s eye once again the image of Gilberte, had reawakened the emotions which the expectation of finding myself in her presence, the sight of her, her way of treating me had aroused in me before. The immediate possibility of a reconciliation had suppressed in me that faculty the immense importance of which we are apt to overlook: the faculty of resignation. Neurasthenics find it impossible to believe the friends who assure them that they will gradually recover their peace of mind if they will stay in bed and receive no letters, read no newspapers. They imagine that such a course will only exasperate their twitching nerves. And similarly lovers, who look upon it from their enclosure in a contrary state of mind, who have not begun yet to make trial of it, are unable to believe in the healing power of renunciation

    In consequence of the violence of my palpitations, my doses of caffeine were reduced; the palpitations ceased. Whereupon I asked myself whether it was not to some extent the drug that had been responsible for the anguish that I had felt when I came near to quarrelling with Gilberte, an anguish which I had attributed, on every recurrence of it, to the distressing prospect of never seeing my friend again or of running the risk of seeing her only when she was a prey to the same ill-humour. But if this medicine had been at the root of the sufferings which my imagination must in that case have interpreted wrongly (not that there would be anything extraordinary in that, seeing that, among lovers, the most acute mental suffering assumes often the physical identity of the woman with whom they are living), it had been, in that sense, like the philtre which, long after they have drunk of it, continues to bind Tristan to Isolde. For the physical improvement which the reduction of my caffeine effected almost at once did not arrest the evolution of that grief which my absorption of the toxin had perhaps — if it had not created it — at any rate contrived to render more acute

    Only, as the middle of the month of January approached, once my hopes of a letter on New Year’s Day had been disappointed, once the additional disturbance that had come with their disappointment had grown calm, it was my old sorrow, that of ‘before the holidays,’ which began again. What was perhaps the most cruel thing about it was that I myself was its architect, unconscious, wilful, merciless and patient. The one thing that mattered, my relations with Gilberte, it was I who was labouring to make them impossible by gradually creating out of this prolonged separation from my friend, not indeed her indifference, but what would come to the same thing in the end, my own. It was to a slow and painful suicide of that part of me which was Gilberte’s lover that I was goading myself with untiring energy, with a clear sense not only of what I was presently doing but of what must result from it in the future; I knew not only that after a certain time I should cease to love Gilberte, but also that she herself would regret it and that the attempts which she would then make to see me would be as vain as those that she was making now, no longer because I loved her too well but because I should certainly be in love with some other woman whom I should continue to desire, to wait for, through hours of which I should not dare to divert any particle of a second to Gilberte who would be nothing to me then. And no doubt at that very moment in which (since I was determined not to see her again, unless after a formal request for an explanation or a full confession of love on her part, neither of which was in the least degree likely to come to me now) I had already lost Gilberte, and loved her more than ever, and could feel all that she was to me better than in the previous year when, spending all my afternoons in her company, or as many as I chose, I believed that no peril threatened our friendship — no doubt at that moment the idea that I should one day entertain identical feelings for another was odious to me, for that idea carried me away beyond the range of Gilberte, my love and my sufferings. My love, my sufferings in which through my tears I attempted to discern precisely what Gilberte was, and was obliged to recognise that they did not pertain exclusively to her but would, sooner or later, be some other woman’s portion. So that — or such, at least, was my way of thinking then — we are always detached from our fellow-creatures; when a man loves one of them he feels that his love is not labelled with their two names, but may be born again in the future, may have been born already in the past for another and not for her. And in the time when he is not in love, if he makes up his mind philosophically as to what it is that is inconsistent in love, he will find that the love of which he can speak unmoved he did not, at the moment of speaking, feel, and therefore did not know, knowledge in these matters being intermittent and not outlasting the actual presence of the sentiment. That future in which I should not love Gilberte, which my sufferings helped me to divine although my imagination was not yet able to form a clear picture of it, certainly there would still have been time to warn Gilberte that it was gradually taking shape, that its coming was, if not imminent, at least inevitable, if she herself, Gilberte, did not come to my rescue and destroy in the germ my nascent indifference. How often was I not on the point of writing, or of going to Gilberte to tell her: “Take care. My mind is made up. What I am doing now is my supreme effort. I am seeing you now for the last time. Very soon I shall have ceased to love you.” But to what end? By what authority should I have reproached Gilberte for an indifference which, not that I considered myself guilty on that count, I too manifested towards everything that was not herself? The last time! To me, that appeared as something of immense significance, because I was in love with Gilberte. On her it would doubtless have made just as much impression as those letters in which our friends ask whether they may pay us a visit before they finally leave the country, an offer which, like those made by tiresome women who are in love with us, we decline because we have pleasures of our own in prospect. The time which we have at our disposal every day is elastic; the passions that we feel expand it, those that we inspire contract it; and habit fills up what remains

    Besides, what good would it have done if I had spoken to Gilberte; she would not have understood me. We imagine always when we speak that it is our own ears, our own mind that are listening. My words would have come to her only in a distorted form, as though they had had to pass through the moving curtain of a waterfall before they reached my friend, unrecognisable, giving a foolish sound, having no longer any kind of meaning. The truth which one puts into one’s words does not make a direct path for itself, is not supported by irresistible evidence. A considerable time must elapse before a truth of the same order can take shape in the words themselves. Then the political opponent who, despite all argument, every proof that he has advanced to damn the votary of the rival doctrine as a traitor, will himself have come to share the hated conviction by which he who once sought in vain to disseminate it is no longer bound. Then the masterpiece of literature whidi for the admirers who read it aloud seemed to make self-evident the proofs of its excellence, while to those who listened it presented only a senseless or commonplace image, will by these too be proclaimed a masterpiece, but too late for the author to learn of their discovery. Similarly in love the barriers, do what one may, cannot be broken down from without by him whom they maddeningly exclude; it is when he is no longer concerned with them that suddenly, as the result of aft effort directed from elsewhere, accomplished within the heart of her who did not love him, those barriers which he has charged without success will fall to no advantage. If I had come to Gilberte to tell her of my future indifference and the means of preventing it, she would have assumed from my action that my love for her, the need that I had of her, were even greater than I had supposed, and her distaste for the sight of me would thereby have been increased. And incidentally it is quite true that it was that love for her which helped me, by means of the incongruous states of mind which it successively produced in me, to foresee, more clearly than she herself could, the end of that love. And yet some such warning I might perhaps have addressed, by letter or with my own lips, to Gilberte, after a long enough interval, which would render her, it is true, less indispensable to me, but would also have proved to her that she was not so indispensable. Unfortunately certain persons — of good or evil intent — spoke of me to her in a fashion which must have led her to think that they were doing so at my request. Whenever I thus learned that Cottard, my own mother, even M. de Norpois had by a few ill-chosen words rendered useless all the sacrifice that I had just been making, wasted all the advantage of my reserve by giving me, wrongly, the appearance of having emerged from it, I was doubly angry. In the first place I could no longer reckon from any date but the present my laborious and fruitful abstention which these tiresome people had, unknown to me, interrupted and so brought to nothing. And not only that; I should have less pleasure in seeing Gilberte, who would think of me now no longer as containing myself in dignified resignation, but as plotting in the dark for an interview which she had scorned to grant me. I cursed all the idle chatter of people who so often, without any intention of hurting us or of doing us a service, for no reason, for talking’s sake, often because we ourselves have not been able to refrain from talking in their presence, and because they are indiscreet (as we ourselves are), do us, at a crucial moment, so much harm. It is true that in the grim operation performed for the eradication of our love they are far from playing a part equal to that played by two persons who are in the habit, from excess of good nature in one and of malice in the Other, of undoing everything at the moment when everything is on the point of being settled. But against these two persons we bear no such grudge as against the inopportune Cottards of this world, for the latter of them is the person whom we love and the former is ourself

    Meanwhile, since on almost every occasion of my going to see her Mme. Swann would invite me to come to tea another day, with her daughter, and tell me to reply directly to her, I was constantly writing to Gilberte, and in this correspondence I did not choose the expressions which might, I felt, have won her over, sought only to carve out the easiest channel for the torrent of my tears. For, like desire, regret seeks not to be analysed but to be satisfied. When one begins to love, one spends one’s time, not in getting to know what one’s love really is, but in making it possible to meet next day. When one abandons love one seeks not to know one’s grief but to offer to her who is causing it that expression of it which seems to one the most moving. One says the things which one feels the need of saying, and which the other will not understand, one speaks for oneself alone. I wrote: “I had thought that it would not be possible. Alas, I see now that it is not so difficult.” I said also: “I shall probably not see you again;” I said it while I continued to avoid shewing a coldness which she might think affected, and the words, as I wrote them, made me weep because I felt that they expressed not what I should have liked to believe but what was probably going to happen. For at the next request for a meeting which she would convey to me I should have again, as I had now, the courage not to yield, and, what with one refusal and another, I should gradually come to the moment when, by virtue of not having seen her again, I should not wish to see her. I wept, but I found courage enough to sacrifice, I tasted the sweets of sacrificing the happiness of being with her to the probability of seeming attractive to her one day, a day when, alas, my seeming attractive to her would be immaterial to me. Even the supposition, albeit so far from likely, that at this moment, as she had pretended during the last visit that I had paid her, she loved me, that what I took for the boredom which one feels in the company of a person of whom one has grown tired had been due only to a jealous susceptibility, to a feint of indifference analogous to my own, only rendered my decision less painful. It seemed to me that in years to come, when we had forgotten one another, when I should be able to look back and tell her that this letter which I was now in course of writing had not been for one moment sincere, she would answer, “What, you really did love me, did you? If you had only known how I waited for that letter, how I hoped that you were coming to see me, how I cried when I read it.” The thought, while I was writing it, immediately on my return from her mother’s house, that I was perhaps helping to bring about that very misunderstanding, that thought, by the sadness in which it plunged me, by the pleasure of imagining that I was loved by Gilberte, gave me the impulse to continue my letter

    If, at the moment of leaving Mme. Swann, when her tea-party ended, I was thinking of what I was going to write to her daughter, Mme. Cottard, as she departed, had been filled with thoughts of a wholly different order. On her little ‘tour of inspection’ she had not failed to congratulate Mme. Swann on the new ‘pieces,’ the recent ‘acquisitions’ which caught the eye in her drawing-room. She could see among them some, though only a very few, of the things that Odette had had in the old days in the Rue La Pérouse, for instance her animals carved in precious stones, her fetishes

    For since Mme. Swann had picked up from a friend whose opinion she valued the word ‘dowdy’— which had opened to her a new horizon because it denoted precisely those things which a few years earlier she had considered ‘smart’— all those things had, one after another, followed into retirement the gilded trellis that had served as background to her chrysanthemums, innumerable boxes of sweets from Giroux’s, and the coroneted note-paper (not to mention the coins of gilt pasteboard littered about on the mantelpieces, which, even before she had come to know Swann, a man of taste had advised her to sacrifice). Moreover in the artistic disorder, the studio-like confusion of the rooms, whose walls were still painted in sombre colours which made them as different as possible from the white-enamelled drawing-rooms in which, a little later, you were to find Mme. Swann installed, the Far East recoiled more and more before the invading forces of the eighteenth century; and the cushions which, to make me ‘comfortable,’ Mme. Swann heaped up and buffeted into position behind my back were sprinkled with Louis XV garlands and not, as of old, with Chinese dragons. In the room in which she was usually to be found, and of which she would say, “Yes, I like this room; I use it a great deal. I couldn’t live with a lot of horrid vulgar things swearing at me all the time; this is where I do my work ——” though she never stated precisely at what she was working. Was it a picture? A book, perhaps, for the hobby of writing was beginning to become common among women who liked to ‘do something,’ not to be quite useless. She was surrounded by Dresden pieces (having a fancy for that sort of porcelain, which she would name with an English accent, saying in any connexion: “How pretty that is; it reminds me of Dresden flowers,”), and dreaded for them even more than in the old days for her grotesque figures and her flower-pots the ignorant handling of her servants who must expiate, every now and then, the anxiety that they had caused her by submitting to outbursts of rage at which Swann, the most courteous and considerate of masters, looked on without being shocked. Not that the clear perception of certain weaknesses in those whom we love in any way diminishes our affection for them; rather that affection makes us find those weaknesses charming. Rarely nowadays was it in one of those Japanese wrappers that Odette received her familiars, but rather in the bright and billowing silk of a Watteau gown whose flowering foam she made as though to caress where it covered her bosom, and in which she immersed herself, looked solemn, splashed and sported, with such an air of comfort, of a cool skin and long-drawn breath, that she seemed to look on these garments not as something decorative, a mere setting for herself, but as necessary, in the same way as her ‘tub’ or her daily ‘outing,’ to satisfy the requirements of her style of beauty and the niceties of hygiene. She used often to say that she would go without bread rather than give up ‘art’ and ‘having nice things about her,’ and that the burning of the ‘Gioconda’ would distress her infinitely more than the destruction, by the same element, of ‘millions’ of the people she knew. Theories which seemed paradoxical to her friends, but made her pass among them as a superior woman, and qualified her to receive a visit once a week from the Belgian Minister, so that in the little world whose sun she was everyone would have been greatly astonished to learn that elsewhere — at the Verdurins’, for instance — she was reckoned a fool. It was this vivacity of expression that made Mme. Swann prefer men’s society to women’s. But when she criticised the latter it was always from the courtesan’s standpoint, singling out the blemishes that might lower them in the esteem of men, a lumpy figure, a bad complexion, inability to spell, hairy legs, foul breath, pencilled eyebrows. But towards a woman who had shewn her kindness or indulgence in the past she was more lenient, especially if this woman were now in trouble. She would defend her warmly, saying: “People are not fair to her. I assure you, she’s quite a nice woman really.”

    It was not only the furniture of Odette’s drawing-room, it was Odette herself that Mme. Cottard and all those who had frequented the society of Mme. de Crécy would have found it difficult, if they had not seen her for some little time, to recognise. She seemed to be so much younger. No doubt this was partly because she had grown stouter, was in better condition, seemed at once calmer, more cool, more restful, and also because the new way in which she braided her hair gave more breadth to a face which was animated by an application of pink powder, and into which her eyes and profile, formerly too prominent, seemed now to have been reabsorbed. But another reason for this change lay in the fact that, having reached the turning-point of life, Odette had at length discovered, or invented, a physiognomy of her own, an unalterable ‘character,’ a ‘style of beauty’ and on her incoherent features — which for so long, exposed to every hazard, every weakness of the flesh, borrowing for a moment, at the slightest fatigue, from the years to come, a sort of flickering shadow of anility, had furnished her, well or ill, according to how she was feeling, how she was looking, with a countenance dishevelled, inconstant, formless and attractive — had now set this fixed type, as it were an immortal youthfulness

    Swann had in his room, instead of the handsome photographs that were now taken of his wife, in all of which the same cryptic, victorious expression enabled one to recognise, in whatever dress and hat, her triumphant face and figure, a little old daguerreotype of her, quite plain, taken long before the appearance of this new type, so that the youth and beauty of Odette, which she had not yet discovered when it was taken, appeared to be missing from it. But it is probable that Swann, having remained constant, or having reverted to a different conception of her, enjoyed in the slender young woman with pensive eyes and tired features, caught in a pose between rest and motion, a more Botticellian charm. For he still liked to recognise in his wife one of Botticelli’s figures. Odette, who on the other hand sought not to bring out but to make up for, to cover and conceal the points in herself that did not please her, what might perhaps to an artist express her ‘character’ but in her woman’s eyes were merely blemishes, would not have that painter mentioned in her presence. Swann had a wonderful scarf of oriental silk, blue and pink, which he had bought because it was exactly that worn by Our Lady in the Magnificat. But Mme. Swann refused to wear it. Once only she allowed her husband to order her a dress covered all over with daisies, cornflowers, forget-me-nots and campanulas, like that of the Primavera. And sometimes in the evening, when she was tired, he would quietly draw my attention to the way in which she was giving, quite unconsciously, to her pensive hands the uncontrolled, almost distraught movement of the Virgin who dips her pen into the inkpot that the angel holds out to her, before writing upon the sacred page on which is already traced the word ‘Magnificat.’ But he added, “Whatever you do, don’t say anything about it to her; if she knew she was doing it, she would change her pose at once.”

    Save at these moments of involuntary relaxation, in which Swann essayed to recapture the melancholy cadence of Botticelli, Odette seemed now to be cut out in a single figure, wholly confined within a line which, following the contours of the woman, had abandoned the winding paths, the capricious re-entrants and salients, the radial points, the elaborate dispersions of the fashions of former days, but also, where it was her anatomy that went wrong by making unnecessary digressions within or without the ideal circumference traced for it, was able to rectify, by a bold stroke, the errors of nature, to make up, along a whole section of its course, for the failure as well of the human as of the textile element. The pads, the preposterous ‘bustle’ had disappeared, as well as those tailed corsets which, projecting under the skirt and stiffened by rods of whalebone, had so long amplified Odette with an artificial stomach and had given her the appearance of being composed of several incongruous pieces which there was no individuality to bind together. The vertical fall of fringes, the curve of trimmings had made way for the inflexion of a body which made silk palpitate as a siren stirs the waves, gave to cambric a human expression now that it had been liberated, like a creature that had taken shape and drawn breath, from the long chaos and nebulous envelopment of fashions at length dethroned. But Mme. Swann had chosen, had contrived to preserve some vestiges of certain of these, in the very thick of the more recent fashions that had supplanted them. When in the evening, finding myself unable to work and feeling certain that Gilberte had gone to the theatre with friends, I paid a surprise visit to her parents, I used often to find Mme. Swann in an elegant dishabille the skirt of which, of one of those rich dark colours, blood-red or orange, which seemed always as though they meant something very special, because they were no longer the fashion, was crossed diagonally, though not concealed, by a broad band of black lace which recalled the flounces of an earlier day. When on a still chilly afternoon in Spring she had taken me (before my rupture with her daughter) to the Jardin d’Acclimatation, under her coat, which she opened or buttoned up according as the exercise made her feel warm, the dog-toothed border of her blouse suggested a glimpse of the lapel of some non-existent waistcoat such as she had been accustomed to wear, some years earlier, when she had liked their edges to have the same slight indentations; and her scarf — of that same ‘Scotch tartan’ to which she had remained faithful, but whose tones she had so far softened, red becoming pink and blue lilac, that one might almost have taken it for one of those pigeon’s-breast taffetas which were the latest novelty — was knotted in such a way under her chin, without one’s being able to make out where it was fastened, that one could not help being reminded of those bonnet-strings which were — now no longer worn. She need only ‘hold out’ like this for a little longer and young men attempting to understand her theory of dress would say: “Mme. Swann is quite a period in herself, isn’t she?” As in a fine literary style which overlays with its different forms and so strengthens a tradition which lies concealed among them, so in Mme. Swann’s attire those half-hinted memories of waistcoats or of ringlets, sometimes a tendency, at once repressed, towards the ‘all aboard,’ or even a distant and vague allusion to the ‘chase me’ kept alive beneath the concrete form the unfinished likeness of other, older forms which you would not have succeeded, now, in making a tailor or a dressmaker reproduce, but about which your thoughts incessantly hovered, and enwrapped Mme. Swann in a cloak of nobility — perhaps because the sheer uselessness of these fripperies made them seem meant to serve some more than utilitarian purpose, perhaps because of the traces they preserved of vanished years, or else because there was a sort of personality permeating this lady’s wardrobe, which gave to the most dissimilar of her costumes a distinct family likeness. One felt that she did not dress simply for the comfort or the adornment of her body; she was surrounded by her garments as by the delicate and spiritualised machinery of a whole form of civilisation

