,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
412,Tequila Makes Her Clothes Fall Off,"[Verse 1]
She said, ""I'm going out with my girlfriends
Margaritas at the Holiday Inn""
Oh, have mercy, my only thought
Was tequila makes her clothes fall off

[Verse 2]
I told her put an extra layer on
I know what happens when she drinks Patrón
Her closet's missing half the things she bought
Yeah, tequila makes her clothes fall off

[Chorus]
She'll start by kicking out of her shoes
Lose an earring in her drink
Leave her jacket in the bathroom stall
Drop a contact down the sink

[Verse 3]
Them pantyhose ain't gonna last too long
If the DJ puts Bon Jovi on
She might come home in a tablecloth
Yeah, tequila makes her clothes fall off
Whoa

[Verse 4]
She can handle any champagne brunch
A bridal shower with Bacardi punch
Jello shooters full of Smirnoff
But tequila makes her clothes fall off

[Chorus]
She'll start by kicking out of her shoes
Lose an earring in her drink
Leave her jacket in the bathroom stall
Drop a contact down the sink

[Outro]
She don't mean nothing
She's just having fun
Tomorrow she'll say, ""Oh, what have I done?""
Her friends will joke about the stuff she lost
Yeah, Tequila makes her clothes fall off
Oh, Tequila makes her clothes fall off
Oh, Tequila makes her clothes fall off",Joe Nichols,Joe Nichols,2006,"[93, 83, 72, 62, 51, 49, 50]",7
413,Bat Country,"[Intro]
He who makes a beast out of himself
Gets rid of the pain of being a man

[Verse 1]
Caught here in a fiery blaze, won't lose my will to stay
I tried, to drive all through the night
The heat stroke ridden weather, the barren empty sights
No oasis, here to see
The sand is singing deathless words to me

[Chorus]
Can't you help me as I'm startin' to burn? (All alone)
Too many doses, and I'm starting to get an attraction
My confidence is leaving me on my own (All alone)
No one can save me, and you know I don't want the attention

[Verse 2]
As I, adjust to my new sights
The rarely tired lights, will take me to new heights
My hand is on the trigger, I'm ready to ignite
Tomorrow might not make it, but everything's all right
Mental fiction, follow me
Show me what it's like to be set free

[Chorus]
Can't you help me as I'm startin' to burn? (All alone)
Too many doses, and I'm starting to get an attraction
My confidence is leaving me on my own (All alone)
No one can save me, and you know I don't want the attention

[Post-Chorus]
So sorry you're not here, I've
Been sane too long, my vision's so unclear
Now take a trip with me, but
Don't be surprised when things aren't what they seem

[Bridge]
Caught here in a fiery blaze, won't lose my will to stay
These eyes won't see the same, after I flip today

[Verse 3]
Sometimes I don't know why, we'd rather live than die
We look up towards the sky, for answers to our lives
We may get some solutions, but most just pass us by
Don't want your absolution, 'cause I can't make it right

[Hook]
I'll make a beast out of myself
Gets rid of all the pain of being a man

[Chorus]
Can't you help me as I'm startin' to burn? (All alone)
Too many doses and I'm starting to get an attraction
My confidence is leaving me on my own (All alone)
No one can save me and you know I don't want the attention

[Post-Chorus]
So sorry you're not here, I've
Been sane too long my vision's so unclear
Now take a trip with me, but
Don't be surprised when things aren't what they seem

[Outro]
I've known it from the start, all
These good ideas will tear your brain apart
Scared but you can follow me, I'm
Too weird to live but much too rare to die",Avenged Sevenfold,Avenged Sevenfold,2006,"[96, 90, 75, 77, 67, 60, 70]",7
414,Soul Survivor,"[Intro: Akon & Young Jeezy]
Konvict (chea)
Akon and Young Jeezy (aye, aye)
Tryin' to take it easy (chea)
Only way to go (you already know what it is, nigga)
And so (aye, let's get it!)

[Hook: Akon]
If you lookin' for me I'll be on the block
With my thang cocked, possibly sittin' on a drop now
Because I'm a rider (yeah)
I'm just a soul survivor (yeah)
'Cause everybody know the game don't stop
Tryin' to make it to the top 'fore your ass get popped now
If you a rider (yeah) or just a soul survivor

[Verse 1: Young Jeezy]
Tonight I can't sleep, we livin' in Hell
First they give us the work, then they throw us in jail
Road-trip ya, I'm traffickin' the white
Please Lord, don't let me go to jail tonight
Who me? I'm a soul survivor
Ax about 'em in the street, the boy Jeez a rider
A hundred grand on my wrist, yeah, life sucks
Fuck the club, dawg, I rather count a million bucks

[Hook: Akon]
If you lookin' for me I'll be on the block
With my thang cocked, possibly sittin' on a drop now
Because I'm a rider (yeah)
I'm just a soul survivor (yeah)
'Cause everybody know the game don't stop
Tryin' to make it to the top 'fore your ass get popped now
If you a rider (yeah) or just a soul survivor

[Verse 2: Young Jeezy]
Another day, another dollar
Same block, same nigga, same part, same green
I guess we got the same dreams
Or is it the same nightmares?
We let the doves do it for us, we don't cry tears
Real niggas don't budge
When Mel Man got his time he shot birds at the judge
I'm knee-deep in the game
So when it's time to re-up, I'm knee deep in the cane
Real talk, look, I'm tellin' you, mayne
If you get jammed up, don't mention my name
Forgive me, Lord, I know I ain't livin' right
Gotta feed the block, niggas starvin', they got appetites
And this is e'ryday, it never gets old
Thought I was a juvenile stuck to the G-Code
This ain't a rap song, nigga, this is my life
And if the hood was a battlefield, then I'd earn stripes

[Hook: Akon]
If you lookin' for me I'll be on the block
With my thang cocked, possibly sittin' on a drop now
Because I'm a rider (yeah)
I'm just a soul survivor (yeah)
'Cause everybody know the game don't stop
Tryin' to make it to the top 'fore your ass get popped now
If you a rider (yeah) or just a soul survivor

[Verse 3: Young Jeezy]
Gotta watch ya e'ry move, 'cause them eyes be on you
Gotta drive real cool when them pies be on you
Just because we stack paper and we ball outrageous
Them alphabet boys got us under surveillance
Like animals, they lock us in cages
The same nigga that's a star when you put 'im on stages
I ain't cheat, played the hand I was dealt
Tried to tax the grand pearl when I got it myself
No nuts, no glory
My biography, you damn right, the true story
Set the city on fire, and I didn't even try
Run these streets all day, I can sleep when I die

[Bridge: Akon]
'Cause if you lookin' for me
You can find me on the block, disobeyin' the law
Real G, thoroughbred from the streets
Pants saggin' with my gun in my drawers
Just to keep on movin' now
Just to keep on movin' now
Just to keep on movin' now
Just to keep on movin' now, aye

[Hook: Akon]
If you lookin' for me I'll be on the block
With my thang cocked, possibly sittin' on a drop now
Because I'm a rider (yeah)
I'm just a soul survivor (yeah)
'Cause everybody know the game don't stop
Tryin' to make it to the top 'fore your ass get popped now
If you a rider (yeah) or just a soul survivor
If you lookin' for me I'll be on the block
With my thang cocked, possibly sittin' on a drop now
Because I'm a rider (yeah)
I'm just a soul survivor (yeah)
'Cause everybody know the game don't stop
Tryin' to make it to the top 'fore your ass get popped now
If you a rider (yeah) or just a soul survivor",Jeezy,Young Jeezy Featuring Akon,2006,"[46, 35, 23, 18, 14, 14]",6
415,We Belong Together,"[Intro]
We belong together
Like the open seas and shores
Wedded by the planet force
We've all been spoken for

[Verse 1]
The hammer may strike, be dead on the ground
A net to my hand, a cross on his crown
We're done if, who we're undone
Finished if who we are incomplete
As one we are everything
We are everything we need

[Chorus]
We belong together
Like the open seas and shores
Wedded by the planet force
We've all been spoken for

[Verse 2]
What good is a life
With no one to share
The light of the moon
The honor of a swear?
The kingdom of men
Is hollow within
Without depth
Without the care
That it takes to make a perfect love
The passion to find the other truth
To visualize the straightened from the skewed
To trade a common comfort for a view
Would you try to live the way in which you speak?
Taste the milk of your mother earth's love?
Spread the word of consciousness you seek?
We are everything we need

[Chorus]
We belong together
Like the open seas and shores
Wedded by the planet force
We've all been spoken for

[Bridge]
All this indecision
All this independent strength
Still
We've got our hearts on safe
We've got our hearts on safe

[Outro]
Someday when you're lonely
Sometime after all this bliss
Somewhere lost in emptiness
I hope you find this gift...
I hope you find this gift..
I hope you find this gift",Gavin DeGraw,Gavin DeGraw,2006,"[75, 26, 48, 38, 44, 39, 37, 44]",8
416,Soul Meets Body,"[Verse 1]
I want to live where soul meets body
And let the sun wrap its arms around me
And bathe my skin in water, cool and cleansing and feel
Feel what it's like to be new
'Cause in my head there's a Greyhound station
Where I send my thoughts to far off destinations
So they may have a chance of finding a place
Where they're far more suited than here

[Verse 2]
Well, I cannot guess what we'll discover
When we turn the dirt with our palms cupped like shovels
But I know our filthy hands can wash one another's
And not one speck will remain

[Chorus]
I do believe it's true
That there are roads left in both of our shoes
But if the silence takes you, then I hope it takes me too
So, brown eyes, I'll hold you near
'Cause you're the only song I want to hear
A melody softly soaring through my atmosphere

[Bridge]
Where soul meets body
Where soul meets body
Where soul meets body

[Chorus]
And I do believe it's true
That there are roads left in both of our shoes
But if the silence takes you, then I hope it takes me too
So, brown eyes, I'll hold you near
'Cause you're the only song I want to hear
A melody softly soaring through my atmosphere

[Outro]
A melody softly soaring through my atmosphere
A melody softly soaring through my atmosphere
A melody softly soaring through my atmosphere",Death Cab for Cutie,Death Cab For Cutie,2006,"[82, 65, 80, 70, 67, 63]",6
417,Heard 'Em Say,"[Produced by Kanye West and Jon Brion]

[Intro]
Wake up Mr. West - Mr. West - Mr. West...
Uh, yea, uh, yea, uh, yea

[Verse 1: Kanye West]
And I heard 'em say, nothing's ever promised tomorrow today
From the Chi, like Tim it's a harder way
So this is in the name of love like Robert say
Before you ask me to go get a job today
Can I at least get a raise of the minimum wage?
And I know that the government administer AIDS
So I guess we just pray like the minister say
Allāhu Akbar and throw in some hot cars
Things we see on the screen that's not ours
But these niggas from the hood so these dreams not far
Where I'm from the dope boys is the rock stars
But they can't cop cars without seeing cop cars
I guess they want us all behind bars - I know it

[Hook: Kanye West & Adam Levine]
Uh, and I heard 'em say (Ooh), nothing's ever promised tomorrow today
And I heard 'em say
Nothing's ever promised tomorrow today (Nothing's ever promised tomorrow today)
But we'll a find a way
And nothing last forever but be honest babe
It hurts but it may be the only way

[Verse 2: Kanye West]
They say people in your life are seasons
And anything that happen is for a reason
And niggas gun clapping and keep to squeezing
And Gran keep praying and keep believing
In Jesus, and one day that you see him
'Til then walk in his footsteps and try to be him
The devil is alive I feel him breathin
Claiming money is the key, so keep on dreamin
And put them lottery tickets just to tease us
My Aunt Pam can't put them cigarettes down
So now my little cousin smokin' them cigarettes now
His job try to claim that he too niggerish now
Is it 'cause his skin blacker than licorice now?
I can't figure it out, I'm sick of it now

[Hook: Kanye West & Adam Levine]
Uh, and I heard 'em say (Ooh), nothing's ever promised tomorrow today
And I heard 'em say
Nothing's ever promised tomorrow today (Nothing's ever promised tomorrow today)
But we'll a find a way
And nothing last forever but be honest babe
It hurts but it may be the only way

[Post-Hook: Adam Levine]
With every worthless word we get more far away
And nothing's ever promised tomorrow today
And nothing lasts forever but be honest babe
It hurts but it may be the only way
Oohh, Oohh, Oohh, Oohh

[Outro: Kanye West]
Uh, yea, uh, yea, uh, yea",Kanye West,Kanye West Featuring Adam Levine,2006,"[91, 71, 58, 45, 40, 35]",6
418,I Should Have Cheated,"[Verse 1]
Baby
First of all let me say
You can't accuse me of all the things you know that you are guilty of
And I see
That it is easy for you to blame everything on me
If that's the case
I should go have my fun and do all the things you say I do
Boy I can't
Continue to take this from you

[Hook]
I might as well have cheated on you
As much as you accused me of cheating
I might as well have lied to you
As much as you accused me of lying
I might as well have gone to the club
As much as you accused me of clubbin'
I might as well have threw away my love
As much as you accused me
I should have cheated

[Verse 2]
You say I was out
With somebody else when my girl told me she saw you with some girl
But I didn't
Accuse you of something that I didn't see myself
Realize
That I would never do anything to disrespect you
Trust me
You gotta stop accusing me

[Hook]
I might as well have cheated on you
As much as you accused me of cheating
I might as well have lied to you
As much as you accused me of lying
I might as well have gone to the club
As much as you accused me of clubbin'
I might as well have threw away my love
As much as you accused me

[Bridge]
Don't you know I wish I knew that you would treat me this way
If you don't promise me that you've changed your ways, I'm leaving today
And I ain't coming back
And you made it like that
Was unfair to me
All this jealousy
I'm your everything
What will you do without me?
Why you trippin'?

[Hook]
I might as well have cheated on you
As much as you accused me of cheating
I might as well have lied to you
As much as you accused me of lying
I might as well have gone to the club
As much as you accused me of clubbin'
I might as well have threw away my love
I should have gave it all away
As much as you accused me
I should have cheated

[Verse 3]
I should have lied, I should have cheated
Maybe I should have went out to the club
Or maybe I, I should have done it
I should have given away all my love
Or maybe I, I should have played you
'Cause you don't appreciate me, no
And I tried to stay down with you
But your making it hard on me

[Hook]
I might as well have cheated on you
As much as you accused me of cheating
I might as well have lied to you
As much as you accused me of lying
I might as well have gone to the club
'Cause I love you
As much as you accused me of clubbin'
I might as well have threw away my love
As much as you accused me
I should have cheated
As much as you accused me of cheating
I should have cheated
As much as you accused me of lying
As much as you accused me of clubing
I love you
As much as you accused me of cheating
I should have cheated
I should have cheated
I should have cheated
I should have cheated
I should have cheated
I should have cheated",Keyshia Cole,Keyshia Cole,2006,"[99, 78, 64, 60, 63, 47]",6
419,Beverly Hills,"[Verse 1]
Where I come from isn't all that great
My automobile is a piece of crap
My fashion sense is a little whack
And my friends are just as screwy as me
I didn't go to boarding schools
Preppy girls never looked at me
Why should they? I ain't nobody
Got nothing in my pocket

[Chorus]
Beverly Hills
That's where I want to be (gimme, gimme)
Livin' in Beverly Hills
Beverly Hills
Rollin' like a celebrity (gimme, gimme)
Livin' in Beverly Hills

[Verse 2]
Look at all those movie stars
They're all so beautiful and clean
When the housemaids scrub the floors
They get the spaces in between
I wanna live a life like that
I wanna be just like a king
Take my picture by the pool
Cause I'm the next big thing

[Chorus]
Beverly Hills
That's where I want to be (Gimme, gimme)
Livin' in Beverly Hills
Beverly Hills
Rollin' like a celebrity (Gimme, gimme)
Livin' in Beverly Hills

[Bridge]
The truth is I don't stand a chance
It's something that you're born into
And I just don't belong

[Verse 3]
No I don't
I'm just a no class, beat down fool
And I will always be that way
I might as well enjoy my life
And watch the stars play

[Chorus]
Beverly Hills
That's where I want to be (Gimme, gimme)
Livin' in Beverly Hills
Beverly Hills
Rollin' like a celebrity (Gimme, gimme)
Livin' in Beverly Hills

[Outro]
Beverly Hills
Beverly Hills
Beverly Hills
Beverly Hills
Livin' in Beverly Hills",Weezer,Weezer,2006,"[38, 26, 20, 15, 29]",5
420,Don't Cha,"[Intro: Busta Rhymes & The Pussycat Dolls]
Ayo, what the fuck you think a record
'Bout Pussycat Dolls featurin' Busta Rhymes is gon' sound like?
Okay (Ahh), yeah (Ahh)
Oh, we about to get it
Just a lil' hot and sweaty in this motherfucker (Ooh, baby)
Ladies, let's go (Uhh), soldiers, let's go (Dolls)
Let me talk to y'all and just, you know
Give you a little situation... listen (Fellas)

[Verse 1: Busta Rhymes & The Pussycat Dolls]
You see this shit get hot, every time I come through
When I step up in the spot (Are you ready?)
Make the place sizzle like a summertime cookout
Prowl for the best chick, yes, I'm on the lookout (Let's dance)
Slow bangin' shorty like a belly dancer with it
Smell good, pretty skin, so gangsta with it (Ooh, baby)
No tricks, only diamonds under my sleeve
Gimme the number, but make sure you call before you leave

[Verse 2: The Pussycat Dolls & Cee-Lo Green]
I know you like me (I know you like me)
I know you do (I know you do)
That's why whenever I come around, she's all over you
And I know you want it (I know you want it)
It's easy to see (It's easy to see)
And in the back of your mind
I know you should be fuckin' with me (Ahh)

[Chorus: The Pussycat Dolls]
Don't cha wish your girlfriend was hot like me?
Don't cha wish your girlfriend was a freak like me?
Don't cha? Don't cha?
Don't cha wish your girlfriend was raw like me?
Don't cha wish your girlfriend was fun like me?
Don't cha? (Ah-ah-ah) Don't cha?

[Verse 3: The Pussycat Dolls & Cee-Lo Green]
Fight the feeling (Fight the feeling)
Leave it alone (Leave it alone)
'Cause if it ain't love
It just ain't enough to leave a happy home (Uh-uh, uh-uh)
Let's keep it friendly (Let's keep it friendly)
You have to play fair (You have to play fair, yeah)
See, I don't care
But I know, she ain't gon' wanna share (Ah, ah-ah)

[Chorus: The Pussycat Dolls & Busta Rhymes]
Don't cha wish your girlfriend was hot like me? (Oh)
Don't cha wish your girlfriend was a freak like me? (Like me)
Don't cha? Don't cha, baby?
Don't cha? Alright, sing
Don't cha wish your girlfriend was raw like me? (Raw)
Don't cha wish your girlfriend was fun like me? (Big thug)
Don't cha? (Ah-ah-ah) Don't cha?
(Okay, I see how it's goin' down
Seem like shorty wanna little ménage pop off or somethin'
Let's go)

[Verse 4: Busta Rhymes]
Well, let me get straight to it
Every broad wanna watch a nigga when I come through it
It's the God almighty, lookin' all brand new
If shorty wanna jump in my Aston Vanquish
Lookin' at me all like she really wanna do it
Tryna put it on me 'til my balls black and blueish
You wanna play with a player, girl, then play on
Strip out the Chanel and leave the lingerie on (Ha)
Watch me and I'mma watch you at the same time
Lookin' at you wanna break my back
You're the very reason why I keep a pack of the Magnum
And with the wagon, hit you in the back of the Magnum
For the record, don't think it was something you did
Shorty all on me 'cause it's hard to resist the kid
I got a idea that's dope for y'all
As y'all could get cold so I could hit the both of y'all

[Verse 5: The Pussycat Dolls & Cee-Lo Green]
See, I know she loves ya (I know she loves ya)
I understand (I understand, yeah)
I'd probably be just as crazy about you if you were my own man
Maybe next lifetime (Maybe next lifetime)
Possibly (Possibly)
Until then, old friend, your secret is safe with me (Shhh... hot)

[Chorus: The Pussycat Dolls]
Don't cha wish your girlfriend was hot like me? (Oh)
Don't cha wish your girlfriend was a freak like me? (Like me)
Don't cha? Don't cha, baby?
Don't cha? Alright, sing
Don't cha wish your girlfriend was raw like me? (Raw)
Don't cha wish your girlfriend was fun like me? (Big fun)
Don't cha? (Ah-ah-ah) Don't cha?",The Pussycat Dolls,The Pussycat Dolls Featuring Busta Rhymes,2006,"[41, 39, 33, 29, 37]",5
421,Wake Me Up When September Ends,"[Verse 1]
Summer has come and passed
The innocent can never last
Wake me up when September ends
Like my father's come to pass
Seven years has gone so fast
Wake me up when September ends

[Chorus]
Here comes the rain again
Falling from the stars
Drenched in my pain again
Becoming who we are
As my memory rests
But never forgets what I lost
Wake me up when September ends

[Verse 2]
Summer has come and passed
The innocent can never last
Wake me up when September ends
Ring out the bells again
Like we did when spring began
Wake me up when September ends

[Chorus]
Here comes the rain again
Falling from the stars
Drenched in my pain again
Becoming who we are
As my memory rests
But never forgets what I lost
Wake me up when September ends

[Verse 3]
Summer has come and passed
The innocent can never last
Wake me up when September ends
Like my father's come to pass
Twenty years has gone so fast
Wake me up when September ends

[Outro]
Wake me up when September ends
Wake me up when September ends",Green Day,Green Day,2006,"[44, 41, 28, 19, 31]",5
422,Come A Little Closer,"[Chorus]
Come a little closer, baby
I feel like laying you down

[Verse 1]
On a bed sweet surrender
Where we can work it all out
There ain't nothing that love can't fix
Girl, it's right here at our fingertips

[Chorus]
Come a little closer, baby
I feel like laying you down

[Verse 2]
Come a little closer, baby
I feel like letting go
Of everything that stands between us
And the love we used to know
I wanna touch you like a cleansing rain
Let it wash all the hurt away

[Chorus]
Come a little closer, baby
I feel like laying you down

[Verse 3]
If there's still a chance
Then take my hand
And we'll steal away
Off into the night
'till we make things right
The suns gonna rise on a better day

Come a little closer baby
I feel like stripping it down
Back to the basics of you and me
And what makes the world go round
Every inch of you against my skin
I wanna be stronger than we've ever been

[Chorus]
Come a little closer, baby
I feel like laying you down

[Outro]
Come a little bit closer baby
Just a little bit closer baby
Come a little bit closer baby
I feel like laying you down",Dierks Bentley,Dierks Bentley,2006,"[69, 61, 58, 51, 49]",5
423,Boyfriend,"[Verse 1]
Whatcha been doing?
Whatcha been doing?
Whoa whoa, haven't seen ya around
How you been feeling?
How you been feeling?
Whoa whoa, don't you bring me down

[Pre-Chorus 1]
All that stuff about me being with him
Can't believe all the lies that you told
Just to ease your own soul
But I'm bigger than that
No, you don't have my back
No, no - ha!

[Chorus]
Hey, how long till the music drowns you out?
Don't put words up in my mouth
I didn't steal your boyfriend
Hey, how long till you face what's going on?
'Cause you really got it wrong
I didn't steal your boyfriend

[Verse 2]
Well, I'm sorry that he called me
And that I answered the telephone
Don't be worried, I'm not with him
And when I go out tonight, I'm going home alone

[Pre-Chorus 2]
Just got back from my tour
I'm a mess, girl for sure
All I want is some fun
Guess that I'd better run
Hollywood sucks you in, but it won't spit me out
Whoa, whoa - ha!

[Chorus]
Hey, how long till the music drowns you out?
Don't put words up in my mouth
I didn't steal your boyfriend
Hey, how long till you face what's going on?
'Cause you really got it wrong
I didn't steal your boyfriend

[Chorus 2]
Hey, how long 'til you look at your own life
'Stead of looking into mine?
I didn't steal your boyfriend
Hey, how long 'til you're leaving me alone?
Don't you got somewhere to go?
I didn't steal your boyfriend

[Refrain]
Whoa, whoa, whoa, ha!
Whoa, whoa, whoa, ha!

[Bridge]
Please stop telling all your friends
I'm getting sick of them
Always staring at me like I took him from ya

[Chorus]
Hey, how long till the music drowns you out?
Don't put words up in my mouth
I didn't steal your boyfriend
Hey, how long till you face what's going on?
'Cause you really got it wrong
I didn't steal your boyfriend

[Chorus 2]
Hey, how long 'til you look at your own life
'Stead of looking into mine?
I didn't steal your boyfriend
Hey, how long 'til you're leaving me alone?
Don't you got somewhere to go?
I didn't steal your boyfriend

[Outro]
Whoa, whoa, whoa, ha!
Whoa, I didn't steal your boyfriend
Whoa, whoa, whoa, ha!
Whoa, I didn't steal your boyfriend",Ashlee Simpson,Ashlee Simpson,2006,"[77, 81, 55, 34, 75]",5
424,Unbreakable,"Clap your hands everybody
Clap your hands
Come on, keep it going
Clap your hands everybody
Clap your hands everybody
Clap your hand
Lets do it ,you ready?
Come on

We could fight like Ike and Tina
Or give back like Bill and Camille
Be rich like Oprah and Steadman
Or instead struggle like Flow and James Evans
Cuz he ain't no different from you
And she ain't no different from me
So we got to live our dreams
Like the people on TV

We gotta stay tuned
Cuz there's more to see (Unbreakable)
Through the technical difficulties (Unbreakable)
We might have to take a break
But ya'll know we'll be back next week
I'm singing this love is unbreakable
Oh yeah yeah...

Yeah, clap your hands everybody
Clap your hands everybody
Lets do it like this, come on

See, we could act out like Will and Jada(Will and Jada)
Or like Kimora and Russell makin' paper, oh yeah
All in the family like the Jacksons(like the Jacksons)
And have enough kids to make a band like Joe and Catherine, yeah

She ain't no different from me
And he ain't no different from you
So we got to live our dreams
Like the people on TV

We gotta stay tuned
Cuz there's more to see (Unbreakable)
Through the technical difficulties (Unbreakable)
We might have to take a break
But ya'll know we'll be back next week
I'm singing this love is unbreakable

We're living our dreams...yeah...
We're living our dreams
We're living our dreams
We're living our dreeeeeeeeeeeeams
(ooooooooooooooooohhhhhhhhh)
We're living our dreams(We're living our dreams)
We're living our dreams(We're living our dreams)
We're living our dreeeeeeeeeeeeams
(oooooooohhhhhhh oohhh yeah yeah)

And we got to stay tuned
Cuz there's more to see (Unbreakable)
Through the technical difficulties (Unbreakable)
We might have to take a break
But ya'll know we'll be back next week
I'm singing this love is unbreakable
Sing it one more time now
Ya'll know we'll be breaking up
But we just might be back next week
This love is unbreakable(ha,ha,ha,yeah,yeah)
Break it down, break it down like this
Yeah...

No thing, no money, no sin, no temptation, talking 'bout nothing
No thing, no money, no sin, no temptation, talking 'bout nothing
No thing, no money, no sin, no temptation, talking 'bout nothing
No thing, no money, no sin, no temptation, talking 'bout nothing
Yeeeeeeaaaaahhh.......
(Unbreakable)
Yeah, yeah,yeah,yeah,yeah,yeah,yeah,yeah,yeah
(Unbreakable)
We just might be breaking up
But ya'll know we'll be back next week
I'm singing this love is unbreakable",Alicia Keys,Alicia Keys,2006,"[84, 70, 62, 68, 55]",5
425,Twisted Transistor,"[Verse 1]
Hey you, hey you, Devil's little sister
Listening to your twisted transistor
Hold it between your legs
Turn it up, turn it up
Low end is coming through
Can't get enough

[Pre-Chorus]
A lonely life, where no one understands you
But don't give up, because the music do
Music do!
Music do!
Music do!
Music do!
Music do!
Music do!

[Chorus]
Because the music do
And then it's reaching
Inside you, forever preaching
Fuck you, too
Your scream's a whisper
Hang on, you twisted transistor

[Verse 2]
Hey you, hey you, finally you get it
The world ain't fair, eat you if you let it
And as your tears fall on
Your dress, your dress
But when she's coming through
You're in a mess

[Pre-Chorus]
A lonely life, where no one understands you
But don't give up, because the music do
Music do!
Music do!
Music do!
Music do!
Music do!
Music do!

[Chorus]
Because the music do
And then it's reaching
Inside you, forever preaching
Fuck you, too
Your scream's a whisper
Hang on, you twisted transistor

[Bridge]
Music do!
Music do!
Music do!
Music do!
Music do!
Music do!
Music do!
Music do!
Hey you, hey you, this won't hurt a bit
This won't hurt a bit, this won't hurt!
Says who? Says who?
Anesthetize this bitch
Anesthetize this bitch
Anesthetize
Just let me be between you and me
Them things
Them things

[Chorus]
Because the music do
And then it's reaching
Inside you, forever preaching
Fuck you, too
Your scream's a whisper
Hang on, you twisted transistor",Korn,Korn,2006,"[89, 88, 79, 66, 74]",5
426,Have A Nice Day,"[Verse 1]
Why, you wanna tell me how to live my life?
Who, are you to tell me if it's black or white?
Mama, can you hear me? Try to understand
Is innocence the difference between a boy and a man?
My daddy lived the lie, that's just the price that he paid
Sacrificed his life, just slaving away

[Chorus]
Ohhh, if there's one thing I hang onto
That gets me through the night
I ain't gonna do what I don't want to
I'm gonna live my life
Shining like a diamond, rolling with the dice
Standing on the ledge, I show the wind how to fly
When the world gets in my face
I say, have a nice day
Have a nice day

[Verse 2]
Take a look around you; nothing's what it seems
We're living in the broken home of hopes and dreams
Let me be the first to shake a helping hand
Anybody brave enough to take a stand
I've knocked on every door, on every dead end street
Looking for forgiveness
What's left to believe?

[Chorus]
Ohhh, if there's one thing I hang onto
That gets me through the night
I ain't gonna do what I don't want to
I'm gonna live my life
Shining like a diamond, rolling with the dice
Standing on the ledge, I show the wind how to fly
When the world gets in my face
I say, have a nice day
Have a nice day

[Chorus]
Ohhh, if there's one thing I hang onto
That gets me through the night
I ain't gonna do what I don't want to
I'm gonna live my life
Shining like a diamond, rolling with the dice
Standing on the ledge, I show the wind how to fly
When the world gets in my face
I say, have a nice day
Have a nice day

Have a nice day
Have a nice day
Have a nice day
Have a nice day

[Outro]
When The world keeps trying, to drag me down
I gotta raise my hands, I'm gonna stand my ground
Well I say, have a nice day
Have a nice day
Have a nice day",Bon Jovi,Bon Jovi,2006,"[90, 85, 69, 58, 76]",5
427,Miss Me Baby,"Miss me baby
When you hear our favorite song
Miss me baby
And when you start to sing along
Think about all the times that we danced
In the light to it all night long, oh
Then miss me baby

And want me honey
Like you did the night you told me that you loved me
We couldn't wait anymore, left the keys in the door
Took my hand, pulled me down on the kitchen floor
Yeah, we were that crazy
Miss me baby

Because when he's holding you
Know that it's killing me
Let my memory be the reason girl
That you can't sleep
And every time you feel his touch
I pray to God it's not enough
And that I've touched your heart so deep
Girl you can't shake me
'Cause I love you, yes I need you
Miss me baby

Miss me baby
Until you can't take it no more
Miss me baby
Pack your bags and hit the door
I'm a man, I was wrong, forgive me
Come back home, I'll be waiting, right here waiting
Miss me baby

Because when he's holding you
Know that it's killing me
Let my memory be the reason girl
That you can't sleep
And every time you feel his touch
I pray to God it's not enough
And that I've touched your heart so deep
Girl you can't shake me
'Cause I love you, yes I love you
Miss me baby

And every time you feel his touch
I pray to God it's not enough
And that I've touched your heart so deep
Girl you can't shake me
'Cause I love you, yes I need you
Miss me baby

Every time you hear this song
Miss me baby",Chris Cagle,Chris Cagle,2006,"[97, 82, 78, 81, 79]",5
428,Who You'd Be Today,"[Verse 1]
Sunny days seem to hurt the most
I wear the pain like a heavy coat
I feel you everywhere I go
I see your smile, I see your face
I hear you laughing in the rain
I still can't believe you're gone

[Chorus]
It ain't fair: you died too young
Like the story that had just begun
But death tore the pages all away
God knows how I miss you
All the hell that I've been through
Just knowing no-one could take your place
An' sometimes I wonder
Who'd you be today?

[Verse 2]
Would you see the world? Would you chase your dreams?
Settle down with a family
I wonder what would you name your babies?
Some days the sky's so blue
I feel like I can talk to you
An' I know it might sound crazy

[Chorus]
It ain't fair: you died too young
Like the story that had just begun
But death tore the pages all away
God knows how I miss you
All the hell that I've been through
Just knowing no-one could take your place
An' sometimes I wonder
Who'd you be today?

[Break]
Today, today, today
Today, today, today

[Instrumental]

[Outro]
Sunny days seem to hurt the most
I wear the pain like a heavy coat
The only thing that gives me hope
Is I know I'll see you again someday

Someday, someday, someday",Kenny Chesney,Kenny Chesney,2006,"[84, 76, 76, 66]",4
